x,y,z
1,1,12
2,1,12
1,1,12
0,1,12
6,1,12
6,0,12
6,1,12
0,1,12
6,1,12
0,1,12
0,1,11
0,1,12
0,1,13
0,1,14
0,1,15
0,2,15
6,2,15
6,3,15
5,3,15
5,3,14
3,5,10
3,5,9
3,6,9
3,0,9
3,6,9
3,6,8
4,6,8
4,0,8
3,0,8
2,0,8
3,0,8
2,0,8
3,0,8
3,0,9
3,0,8
3,0,9
2,0,9
1,0,9
1,1,9
0,1,9
5,3,18
5,4,18
5,4,19
5,5,19
4,5,19
3,5,19
3,6,19
3,6,18
3,6,17
3,6,16
3,5,16
3,4,16
3,4,15
3,4,16
3,3,16
4,3,16
4,3,17
4,2,17
4,3,17
3,3,17
4,5,1
4,5,0
3,5,0
3,4,0
4,4,0
5,4,0
5,4,1
5,3,1
5,3,0
5,2,0
5,2,1
5,1,1
5,0,1
4,0,1
4,1,1
4,2,1
4,3,1
4,3,0
4,2,0
3,2,0
0,6,12
0,6,11
0,5,11
0,5,10
6,5,10
6,5,11
6,5,10
6,5,9
5,5,9
5,5,10
5,5,9
5,6,9
5,6,8
5,6,7
6,6,7
0,6,7
0,6,8
1,6,8
1,0,8
2,0,8
0,4,18
0,5,18
0,4,18
0,4,19
6,4,19
6,3,19
0,3,19
1,3,19
1,4,19
1,4,0
2,4,0
2,4,1
3,4,1
3,3,1
3,3,2
3,4,2
3,5,2
2,5,2
2,5,1
2,6,1
4,0,11
4,1,11
3,1,11
3,2,11
3,2,10
3,3,10
4,3,10
4,4,10
4,4,11
4,4,12
4,3,12
3,3,12
4,3,12
3,3,12
4,3,12
5,3,12
6,3,12
6,4,12
5,4,12
5,3,12
5,4,8
5,3,8
5,2,8
5,2,9
5,2,10
4,2,10
4,2,11
5,2,11
5,3,11
4,3,11
4,3,12
4,3,11
4,2,11
4,2,10
4,1,10
5,1,10
5,1,9
4,1,9
5,1,9
5,1,8
6,5,1
6,5,0
6,5,19
6,4,19
6,4,18
6,3,18
6,4,18
5,4,18
5,5,18
6,5,18
6,6,18
0,6,18
0,6,19
1,6,19
1,0,19
1,0,0
0,0,0
0,6,0
0,5,0
1,5,0
1,3,6
1,4,6
1,3,6
2,3,6
3,3,6
2,3,6
2,4,6
1,4,6
1,5,6
1,5,5
2,5,5
2,5,6
2,4,6
2,3,6
2,4,6
2,3,6
2,3,7
2,2,7
1,2,7
1,1,7
1,0,18
2,0,18
1,0,18
2,0,18
1,0,18
1,0,17
1,1,17
2,1,17
2,1,18
1,1,18
1,2,18
2,2,18
2,2,19
2,2,0
2,2,19
2,2,18
2,2,19
2,2,18
2,2,17
2,2,18
3,6,17
3,5,17
3,5,16
4,5,16
4,5,15
5,5,15
5,5,14
6,5,14
0,5,14
0,5,13
0,5,14
1,5,14
1,4,14
1,4,15
1,5,15
1,5,14
1,5,13
1,5,12
2,5,12
3,5,12
0,1,13
0,1,12
1,1,12
1,0,12
0,0,12
0,6,12
0,6,11
0,0,11
6,0,11
6,0,10
6,0,9
0,0,9
0,0,10
0,0,11
0,0,12
0,0,13
1,0,13
1,0,12
1,1,12
0,1,12
1,3,1
1,3,2
1,4,2
0,4,2
0,5,2
0,6,2
1,6,2
1,6,1
1,5,1
1,6,1
1,6,2
1,5,2
1,6,2
2,6,2
1,6,2
1,6,1
1,5,1
2,5,1
2,6,1
1,6,1
6,2,6
0,2,6
6,2,6
6,2,5
0,2,5
0,3,5
0,3,4
0,4,4
6,4,4
6,3,4
0,3,4
0,3,5
0,3,6
0,3,5
0,3,4
0,3,5
0,4,5
1,4,5
1,3,5
1,3,6
5,1,10
6,1,10
0,1,10
0,2,10
0,3,10
0,4,10
0,5,10
0,5,11
0,5,10
1,5,10
1,6,10
1,6,9
1,6,8
0,6,8
0,6,7
0,6,6
1,6,6
1,5,6
1,4,6
0,4,6
1,0,3
1,0,2
1,0,3
1,1,3
1,1,2
0,1,2
0,0,2
0,0,3
0,6,3
0,5,3
6,5,3
0,5,3
0,5,2
0,4,2
0,4,3
0,5,3
0,5,4
0,5,5
0,5,4
0,4,4
2,6,16
3,6,16
3,0,16
4,0,16
3,0,16
3,0,17
3,1,17
3,0,17
2,0,17
3,0,17
3,1,17
4,1,17
4,2,17
4,2,16
4,2,15
4,3,15
4,3,14
4,3,15
4,2,15
4,2,14
5,2,4
5,3,4
5,3,5
6,3,5
6,3,6
6,3,5
6,3,6
5,3,6
5,3,5
6,3,5
6,3,4
6,2,4
6,1,4
6,0,4
6,0,3
6,1,3
6,2,3
6,3,3
6,4,3
6,5,3
2,4,10
2,4,11
3,4,11
3,3,11
3,3,12
3,3,11
3,3,12
4,3,12
4,3,13
4,3,12
4,4,12
5,4,12
5,5,12
5,6,12
4,6,12
5,6,12
5,5,12
6,5,12
6,5,13
6,6,13
4,5,6
4,4,6
5,4,6
5,5,6
6,5,6
6,5,5
5,5,5
6,5,5
0,5,5
0,6,5
0,0,5
6,0,5
6,6,5
0,6,5
0,0,5
1,0,5
1,0,6
1,1,6
1,1,7
0,1,7
5,5,15
5,6,15
5,0,15
5,0,16
5,6,16
6,6,16
6,6,15
5,6,15
5,6,16
4,6,16
4,6,17
5,6,17
5,6,18
4,6,18
4,6,17
4,6,16
4,0,16
3,0,16
3,0,15
3,6,15
6,4,12
6,4,11
6,3,11
5,3,11
5,4,11
5,4,10
4,4,10
4,4,9
4,5,9
3,5,9
2,5,9
2,5,8
3,5,8
3,5,9
3,5,8
3,4,8
3,5,8
4,5,8
4,4,8
5,4,8
0,4,6
0,4,7
0,4,6
0,3,6
6,3,6
5,3,6
6,3,6
6,3,5
6,2,5
6,2,6
6,1,6
6,1,7
6,2,7
5,2,7
5,3,7
5,3,8
4,3,8
4,4,8
3,4,8
3,3,8
5,6,19
6,6,19
6,6,0
6,6,1
6,5,1
5,5,1
5,4,1
5,3,1
6,3,1
6,3,2
6,3,3
6,3,2
6,2,2
6,3,2
6,4,2
6,5,2
6,6,2
6,6,3
6,0,3
5,0,3
5,2,5
5,3,5
5,2,5
5,3,5
5,2,5
4,2,5
4,2,4
4,2,5
3,2,5
2,2,5
2,2,4
2,2,5
2,3,5
2,3,6
2,2,6
3,2,6
3,3,6
3,3,7
4,3,7
5,3,7
3,6,3
3,0,3
3,6,3
3,5,3
3,4,3
3,4,2
3,3,2
3,4,2
3,4,3
3,4,2
3,3,2
3,3,1
3,2,1
4,2,1
4,2,2
4,2,3
4,2,2
5,2,2
5,2,1
5,1,1
2,1,18
1,1,18
1,1,17
1,1,16
2,1,16
1,1,16
1,1,15
1,2,15
1,1,15
1,0,15
2,0,15
3,0,15
4,0,15
4,0,14
3,0,14
3,6,14
3,5,14
3,5,15
3,5,14
2,5,14
3,4,1
2,4,1
1,4,1
1,4,0
0,4,0
0,3,0
1,3,0
0,3,0
0,3,1
0,3,2
0,4,2
0,3,2
1,3,2
0,3,2
0,3,1
0,4,1
1,4,1
1,5,1
1,5,0
1,5,19
5,3,17
5,2,17
5,1,17
5,1,18
5,1,19
5,2,19
4,2,19
