c,x,y,z
0,6.38828,3.27794,18.87536
1,6.6349,2.88496,18.60291
2,4.76445,0.95881,10.99259
3,1.5949,1.25696,15.89616
4,0.25184,3.2592,8.15239
5,2.94639,5.20088,6.64213
6,4.65649,0.50345,15.8443
7,2.59896,6.44512,14.20293
8,1.02488,5.48451,16.48191
9,3.55488,2.97875,9.68373
10,1.89303,1.67162,5.84937
11,6.0811,0.44512,13.75345
12,4.45571,3.88753,5.44794
13,2.68353,3.29718,13.20446
14,5.0595,0.60697,2.19564
15,5.95607,5.99056,7.43579
16,6.11275,5.87421,14.90472
17,4.5009,0.42,7.65844
18,1.0,0.53119,1.93771
19,0.83415,3.66329,9.95407
20,6.33383,5.18211,19.52736
21,5.77241,3.67994,16.5
22,2.98912,6.15762,12.23837
23,1.4149,6.68494,1.09882
24,3.29967,4.52049,1.84967
25,6.12535,3.8123,6.10392
26,4.21283,1.02742,1.78215
27,5.2811,4.69791,2.12389
28,4.23192,1.94639,11.11283
29,3.02835,3.4682,0.38481
30,0.98567,5.86441,6.10286
31,6.12767,0.38786,7.41113
32,2.51795,2.10249,2.69841
33,2.36359,5.18663,11.39349
34,6.67162,2.64072,11.74334
35,3.05361,3.08407,16.95085
