avg_Rgx2,avg_Rgy2,avg_Rgz2,diff,avg_Rg2/3
0.0,0.0,33.25000000000001,0.0,11.083333333333336
1.1472882749055557,1.1939518121916666,1.0711258975972224,0.046663537286110834,1.1374553282314814
1.4223916808250001,1.1484116914277778,1.032183122738889,0.27397998939722235,1.2009954983305555
1.1411490030611111,1.4482406726472223,0.9668666906527776,0.3070916695861112,1.185418788787037
1.2964299588055554,1.1393619132527775,1.3724811059972222,0.15706804555277798,1.2694243260185185
1.3426425129749997,1.2356611394666666,0.8050594522416668,0.10698137350833314,1.1277877015611109
1.2090458235333337,1.3044935709333334,1.3454533357277778,0.09544774739999973,1.286330910064815
0.9343503604888892,1.5527878078861113,1.2603528990833328,0.6184374473972221,1.2491636891527778
1.1806053724694445,1.0846620025444444,1.2294504103194446,0.09594336992500008,1.1649059284444445
1.1743992686638889,0.9557447698999996,1.2330108300222222,0.21865449876388932,1.1210516228620369
1.4854041172666668,1.2529132821666673,1.2451086582222224,0.23249083509999946,1.3278086858851854
1.1195122305027776,1.5818006186388887,1.1052849649166665,0.46228838813611106,1.2688659380194443
1.1853476704222219,1.277979800338889,1.3974079050305555,0.09263212991666703,1.2869117919305555
1.546925008405556,1.4260429970333335,1.0504812741749998,0.12088201137222243,1.3411497598712963
1.0157094933333335,1.4319703776,1.1583210769555556,0.4162608842666664,1.202000315962963
1.368557359986111,1.3129653049194445,1.1336114588055557,0.055592055066666424,1.2717113745703703
1.4650718925027784,1.2904137046833335,0.985933563411111,0.17465818781944487,1.2471397201990744
1.0366509976527778,1.2489019377055557,1.0818559740250002,0.2122509400527779,1.1224696364611113
1.0916321911555555,1.4218545882194444,1.438362932236111,0.3302223970638889,1.3172832372037035
1.1262474891388885,1.3089419317027777,0.9470593296500002,0.18269444256388923,1.1274162501638887
1.232979230575,0.8688762539416667,1.1062795512805552,0.36410297663333335,1.0693783452657406
1.4273424495749998,0.7966585551833334,1.2747687348222219,0.6306838943916664,1.1662565798601852
1.4752312493694446,0.966303030136111,1.0828589408000002,0.5089282192333336,1.174797740101852
1.399399658263889,1.2572240845222222,1.4578397533638883,0.14217557374166678,1.37148783205
1.450051240502778,1.3827547921083332,1.110713647711111,0.06729644839444471,1.3145065601074073
1.3650642503388888,1.0284174324472222,0.9564133969833333,0.3366468178916666,1.1166316932564813
1.1317665827277779,1.1101544671666663,1.1303983499055557,0.021612115561111533,1.1241064666
1.2956535141694443,1.0658349125000004,1.2001138285111108,0.2298186016694439,1.187200751726852
0.9883224260944444,1.2648483944500002,1.2292633899749998,0.27652596835555576,1.1608114035064816
1.3951712159305558,1.0283283312972218,1.0652388865499995,0.36684288463333403,1.162912811259259
1.1932477809250002,1.2274397254749998,1.0083710442694445,0.03419194454999963,1.143019516889815
1.2339994744222225,1.4604178013388887,1.2617940404861114,0.2264183269166662,1.3187371054157409
1.31773362345,1.2299689334444446,1.066650370583333,0.08776469000555531,1.2047843091592592
1.401105612838889,0.9267886399916667,1.1676590467472223,0.4743169728472223,1.1651844331925927
1.279067166677778,1.1195826438055554,1.2585187697583333,0.1594845228722226,1.2190561934138888
1.0527880511083334,1.4133246993333333,1.1129038447555555,0.36053664822499987,1.1930055317324075
0.9749781016416667,1.4774973366083333,0.9959262071333332,0.5025192349666666,1.1494672151277776
1.3371175514277778,1.2063577552888889,1.0001111037000001,0.13075979613888888,1.181195470138889
1.2578172617944445,0.9443312866527778,1.1704928382694448,0.31348597514166676,1.1242137955722222
1.2620399912805558,1.5220611688166663,1.2416582329722223,0.26002117753611054,1.3419197976898147
1.1453548127527777,1.694008438338889,0.9528355186416664,0.5486536255861112,1.2640662565777776
