Re,Rx2,Ry2,Rz2
2.23606797749979,4,0.0,1
2.23606797749979,1,4.0,0
5.678908345800274,1,30.25,1
5.049752469181039,12.25,12.25,1
5.024937810560445,20.25,1.0,4
4.031128874149275,4,12.25,0
4.123105625617661,4,9,4
4.123105625617661,16,1.0,0.0
3.605551275463989,9,4,0
2.23606797749979,1,0,4.0
2.692582403567252,1,0,6.25
4.58257569495584,16,4,1
2.23606797749979,0,1.0,4
5.244044240850758,20.25,6.25,1
2.23606797749979,4,0.0,1
4.6097722286464435,20.25,0.0,1
4.301162633521313,0,6.25,12.25
6.670832032063167,42.25,2.25,0
8.396427811873332,12.25,42.25,16
3.605551275463989,0,4,9
3.3166247903554,1,9,1
6.4031242374328485,1.0,4,36
4.8218253804964775,6.25,1,16
3.0,1,4,4
5.049752469181039,12.25,12.25,1
2.23606797749979,1.0,0,4
6.87386354243376,42.25,4,1
5.196152422706632,25,1,1
5.244044240850758,1,20.25,6.25
1.7320508075688772,1,1.0,1
3.0,9,0,0
5.196152422706632,25,1,1
7.176350047203662,12.25,30.25,9
2.23606797749979,0,4.0,1
3.0,0,0,9
3.0,9,0,0
