Re,Rx2,Ry2,Rz2
3.3541019662496847,6.25,4,1
4.6097722286464435,1,20.25,0
3.0,1,4,4
5.385164807134504,9,4,16
6.041522986797286,6.25,30.25,0
3.0,4,1,4
3.3541019662496847,1,6.25,4
4.358898943540674,9,1,9
2.23606797749979,4,1.0,0
4.123105625617661,16,1,0
1.5,0.0,2.25,0
3.3166247903554,1,1,9
4.9749371855331,12.25,6.25,6.25
2.0615528128088303,2.25,1,1
4.301162633521313,6.25,0.0,12.25
6.041522986797286,4,20.25,12.25
8.200609733428363,16,42.25,9
5.024937810560445,20.25,4,1
1.0,0.0,0,1
4.031128874149275,0,12.25,4
8.139410298049853,56.25,1,9
8.73212459828649,16,56.25,4
6.103277807866851,16,20.25,1
2.23606797749979,0.0,4.0,1
2.23606797749979,1.0,4,0
3.5,2.25,9,1
3.0,1,4,4
5.024937810560445,20.25,1.0,4
6.224949798994366,6.25,20.25,12.25
6.34428877022476,1,9,30.25
3.0,1,4.0,4
4.123105625617661,0,1.0,16
4.716990566028302,12.25,1,9
3.0,4,1,4
3.3541019662496847,4,1,6.25
4.123105625617661,4,4,9
