Re,Rx2,Ry2,Rz2
3.605551275463989,9,0,4
5.5,12.25,9,9
2.23606797749979,4.0,0,1
5.385164807134504,4,16,9
2.23606797749979,1,4,0.0
3.605551275463989,0,4,9
3.3166247903554,9,1,1
3.905124837953327,6.25,0,9
2.692582403567252,6.25,0.0,1
4.358898943540674,9,9,1.0
3.6742346141747673,6.25,1,6.25
4.716990566028302,12.25,1,9
4.58257569495584,1,16,4
9.5,25,9,56.25
5.196152422706632,1.0,25,1
5.958187643906492,6.25,20.25,9
2.23606797749979,4,0.0,1
3.774917217635375,12.25,1,1
3.5,1,2.25,9
5.244044240850758,6.25,20.25,1
4.6097722286464435,0,20.25,1
4.8218253804964775,6.25,1.0,16
7.22841614740048,12.25,36,4
6.87386354243376,4,1,42.25
4.949747468305833,2.25,6.25,16
4.358898943540674,9,9,1
1.7320508075688772,1,1.0,1
1.0,0.0,0,1
5.196152422706632,1.0,1,25
5.958187643906492,6.25,9,20.25
5.385164807134504,16,4,9
2.692582403567252,6.25,0,1
5.024937810560445,20.25,1,4
4.387482193696061,6.25,9.0,4
3.605551275463989,4,0,9
6.041522986797286,6.25,30.25,0
