c,x,y,z
0,5.52564,1.05705,19.71178
1,2.07849,5.42316,0.80813
2,4.42472,6.33894,10.10867
3,2.39303,1.39353,1.8496
4,6.17223,1.38828,9.04569
5,4.97512,4.82884,0.75221
6,3.92649,0.67162,1.15551
7,1.7408,2.20671,13.6901
8,4.67909,6.71251,14.17087
9,2.07863,4.9369,5.73928
10,3.57772,3.69628,3.04522
11,1.66359,4.92897,9.34849
12,6.56063,1.02818,7.37558
13,4.79918,6.87022,16.18162
14,5.84015,4.82267,3.268
15,2.65627,3.94739,16.17713
16,5.35151,4.66159,16.10348
17,4.44362,3.0454,12.01278
18,4.32976,1.5949,4.74971
19,6.85861,2.86453,12.23524
20,2.32949,0.77794,11.042
21,1.20671,6.40534,16.33454
22,4.87421,3.62731,14.45044
23,1.02948,4.04119,0.1049
24,3.87574,2.59794,17.02318
25,1.02277,0.75254,7.32378
26,6.79918,4.10697,18.44921
27,3.85838,3.55488,6.09877
28,4.31337,1.99469,8.09569
29,3.48286,1.29454,2.83225
30,0.79355,6.33641,4.53118
31,1.01433,1.30183,0.08375
32,3.03596,6.68574,7.12912
33,5.88143,4.48205,9.24197
34,4.27629,6.13189,11.94959
35,0.35137,6.26325,14.86121
