c,x,y,z
0,2.85,5.6,19.05
1,6.1,0.9,12.3
2,4.4,0.95,18.85
3,2.4,2.0,7.7
4,5.3,3.5,16.9
5,4.35,5.45,6.9
6,6.15,4.05,1.8
7,5.05,5.9,15.95
8,1.95,3.9,13.65
9,4.9,2.85,2.65
10,3.8,2.4,7.8
11,3.6,4.9,4.0
12,5.25,4.2,10.45
13,3.0,4.45,10.25
14,3.15,5.45,16.4
15,1.95,2.05,18.7
16,3.6,4.0,2.3
17,1.6,2.1,0.9
18,5.9,1.6,3.5
19,3.15,3.1,12.65
20,5.25,3.15,12.6
21,0.85,1.3,15.95
22,0.95,5.3,16.75
23,2.65,5.95,6.3
24,2.6,1.7,12.7
25,1.3,5.85,8.55
26,5.45,1.9,8.45
27,6.05,5.35,7.0
28,5.35,2.8,18.05
29,2.85,2.75,15.9
30,1.75,0.9,4.05
31,1.8,2.6,6.6
32,2.1,1.0,11.6
33,4.5,5.7,12.7
34,1.85,4.45,1.8
35,1.65,4.75,3.1
