Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
7.54983443527075,4,4,49
3.0,0,0,9
1.7320508075688772,1,1,1
5.0,0,9,16
3.0,9,0,0
5.0,16,0,9
6.4031242374328485,36,4,1
5.385164807134504,4,16,9
4.123105625617661,4,9,4
3.3166247903554,1,1,9
1.0,0,0,1
5.196152422706632,25,1,1
7.681145747868608,25,9,25
6.4031242374328485,16,9,16
6.708203932499369,9,0,36
4.58257569495584,4,1,16
5.196152422706632,1,1,25
3.0,9,0,0
5.385164807134504,16,9,4
4.123105625617661,9,4,4
1.7320508075688772,1,1,1
5.744562646538029,25,4,4
3.0,1,4,4
1.7320508075688772,1,1,1
5.385164807134504,9,4,16
3.3166247903554,1,9,1
4.123105625617661,1,16,0
5.385164807134504,25,0,4
7.681145747868608,9,1,49
2.23606797749979,4,0,1
7.810249675906654,9,16,36
5.385164807134504,4,9,16
4.123105625617661,0,16,1
3.0,4,1,4
1.0,1,0,0
