c,x,y,z
0,5.4,5.15,2.55
1,2.1,1.6,10.6
2,5.15,2.6,4.95
3,1.15,3.25,18.7
4,4.35,4.15,8.6
5,4.8,2.05,8.55
6,3.9,5.1,18.9
7,4.05,3.35,8.3
8,3.15,3.15,8.5
9,4.15,2.95,14.6
10,1.95,2.7,11.05
11,4.8,5.55,12.85
12,3.9,1.65,18.45
13,3.5,4.75,9.05
14,6.25,4.3,15.55
15,1.2,5.25,14.75
16,5.0,4.85,18.05
17,1.7,2.2,4.5
18,5.35,4.9,6.85
19,5.45,2.9,14.45
20,4.45,2.3,8.65
21,3.0,1.7,8.5
22,2.75,4.85,19.0
23,4.75,3.3,15.15
24,3.7,2.8,10.0
25,5.45,2.9,8.85
26,4.9,3.9,2.6
27,2.6,2.55,2.75
28,2.15,3.2,4.35
29,2.85,1.15,12.9
30,5.5,5.6,13.7
31,2.65,1.45,7.7
32,4.35,5.0,17.85
33,5.0,2.35,5.85
34,3.5,2.05,11.95
35,3.05,4.25,13.6
