c,x,y,z
0,2.05,1.4,17.05
1,5.4,5.75,14.15
2,2.65,5.95,16.7
3,5.55,1.0,7.05
4,6.2,2.5,18.4
5,5.35,1.5,1.75
6,3.95,3.2,8.85
7,5.15,4.25,17.9
8,4.9,5.35,16.85
9,1.05,3.6,1.95
10,0.85,4.2,6.55
11,2.65,6.1,7.55
12,5.4,4.35,5.75
13,3.1,1.15,10.75
14,1.45,4.9,14.65
15,5.2,5.05,9.65
16,3.35,5.6,9.55
17,4.8,3.7,1.7
18,1.7,5.1,2.4
19,1.85,4.9,13.25
20,3.7,1.85,10.45
21,2.7,1.6,2.0
22,3.55,3.6,18.85
23,1.7,3.55,10.35
24,1.1,2.8,18.7
25,5.2,3.7,12.1
26,4.3,4.1,2.8
27,3.85,3.15,15.4
28,5.2,5.65,10.85
29,2.7,0.9,14.1
30,3.7,1.4,6.5
31,4.45,5.65,2.5
32,5.1,1.3,14.6
33,3.05,3.45,13.4
34,4.85,3.55,4.8
35,0.9,3.1,6.9
