c,x,y,z
0,1.2,2.05,18.05
1,2.0,4.05,14.65
2,2.5,5.35,17.55
3,2.4,2.8,7.7
4,4.9,2.3,17.7
5,2.55,2.5,2.25
6,3.85,1.15,4.8
7,5.55,5.15,18.3
8,4.75,4.15,14.8
9,2.45,1.8,4.65
10,1.1,2.05,5.25
11,2.65,2.65,10.9
12,1.5,5.95,8.55
13,4.9,2.45,10.55
14,2.45,1.05,12.9
15,5.65,5.35,3.4
16,4.1,5.15,6.95
17,5.85,4.0,5.45
18,2.0,6.3,2.9
19,0.9,4.7,16.5
20,5.55,4.55,9.4
21,3.5,3.05,6.25
22,3.85,1.45,14.5
23,2.0,2.95,9.85
24,2.55,2.4,18.95
25,5.6,3.4,12.8
26,1.25,1.05,2.8
27,4.55,5.65,13.4
28,4.5,5.65,10.45
29,6.0,0.7,7.7
30,5.7,2.1,1.4
31,4.05,5.2,1.25
32,5.8,1.75,17.35
33,3.0,4.15,12.75
34,4.7,3.9,2.1
35,1.15,3.5,7.25
