c,x,y,z
0,2.0,2.2,9.0
1,4.05,1.55,10.3
2,2.05,4.9,6.45
3,2.05,3.2,5.85
4,4.45,5.0,15.35
5,2.0,2.05,6.65
6,4.2,3.35,4.65
7,1.85,2.75,3.9
8,1.6,4.1,5.3
9,2.9,4.75,16.75
10,2.2,2.35,13.35
11,5.85,3.1,11.95
12,5.3,5.3,12.5
13,4.0,1.15,2.45
14,3.6,2.35,6.15
15,1.0,0.9,14.1
16,4.3,3.5,12.2
17,1.65,6.1,7.95
18,2.25,4.4,9.95
19,2.65,5.3,16.45
20,3.5,3.2,18.6
21,3.8,3.55,4.35
22,2.0,3.9,16.4
23,5.85,1.9,11.75
24,2.25,3.2,16.55
25,4.8,4.2,12.4
26,1.45,2.2,4.75
27,4.5,4.0,11.6
28,1.95,1.85,12.0
29,4.05,1.0,8.05
30,0.95,4.1,2.75
31,5.65,4.45,12.4
32,4.35,3.95,7.3
33,5.85,2.95,12.9
34,4.8,1.4,3.0
35,3.25,5.45,17.5
