x,y,z
4,1,7
4,1,8
4,1,7
4,1,6
3,1,6
4,1,6
4,2,6
4,2,5
4,1,5
4,1,6
5,1,6
6,1,6
6,1,7
6,1,6
6,1,5
6,2,5
6,3,5
5,3,5
5,3,6
5,3,5
2,3,6
2,3,7
3,3,7
3,3,8
3,4,8
2,4,8
3,4,8
3,4,7
3,3,7
3,4,7
2,4,7
2,3,7
2,3,8
2,3,7
2,4,7
2,5,7
2,5,6
2,6,6
2,5,6
2,6,6
2,3,13
2,3,12
2,3,11
3,3,11
4,3,11
4,3,10
4,4,10
5,4,10
6,4,10
6,3,10
6,2,10
5,2,10
5,1,10
5,0,10
5,1,10
5,1,11
5,2,11
6,2,11
5,2,11
5,1,11
3,6,14
3,5,14
3,4,14
3,4,13
3,4,12
3,5,12
3,5,13
3,5,12
3,5,13
4,5,13
4,5,14
3,5,14
2,5,14
2,5,13
3,5,13
4,5,13
4,4,13
4,4,12
5,4,12
5,3,12
3,0,14
4,0,14
4,0,15
4,1,15
3,1,15
3,1,16
3,0,16
3,1,16
3,2,16
2,2,16
1,2,16
0,2,16
1,2,16
1,2,17
1,3,17
1,2,17
2,2,17
2,2,18
2,3,18
2,3,19
0,1,15
0,1,14
1,1,14
2,1,14
1,1,14
0,1,14
1,1,14
0,1,14
0,2,14
0,2,13
1,2,13
1,2,14
1,2,15
1,3,15
1,3,14
2,3,14
2,3,13
1,3,13
1,2,13
2,2,13
4,3,16
4,2,16
4,1,16
4,2,16
5,2,16
5,3,16
5,3,15
5,4,15
5,3,15
5,3,14
4,3,14
4,2,14
5,2,14
5,3,14
5,3,15
5,2,15
5,1,15
4,1,15
3,1,15
3,1,14
3,2,17
3,3,17
3,3,16
3,4,16
3,3,16
4,3,16
4,4,16
5,4,16
5,5,16
6,5,16
6,5,17
5,5,17
5,5,16
4,5,16
4,5,17
4,5,16
4,6,16
3,6,16
3,5,16
3,4,16
4,5,3
4,5,2
4,4,2
5,4,2
5,3,2
5,4,2
4,4,2
4,4,3
4,4,4
3,4,4
4,4,4
4,5,4
4,5,5
4,5,4
4,5,3
4,4,3
4,4,4
4,4,3
4,4,2
4,4,1
0,4,7
0,5,7
0,4,7
0,3,7
0,3,6
0,4,6
0,4,7
0,4,8
0,4,9
0,4,10
0,3,10
0,3,9
0,4,9
0,3,9
1,3,9
0,3,9
1,3,9
1,3,10
1,3,9
1,3,10
2,1,14
3,1,14
3,2,14
3,1,14
3,1,15
3,2,15
2,2,15
1,2,15
2,2,15
2,2,14
2,1,14
2,1,15
3,1,15
3,2,15
3,2,14
4,2,14
4,2,15
4,1,15
4,2,15
4,2,14
1,4,10
1,4,11
2,4,11
2,4,10
2,4,11
2,3,11
2,3,10
2,4,10
2,5,10
2,5,11
2,4,11
2,3,11
3,3,11
3,2,11
2,2,11
2,2,12
3,2,12
3,1,12
2,1,12
3,1,12
5,1,16
5,1,17
5,1,18
5,1,19
6,1,19
5,1,19
6,1,19
5,1,19
4,1,19
4,1,18
4,0,18
3,0,18
3,1,18
3,1,17
3,2,17
3,2,16
2,2,16
1,2,16
1,3,16
0,3,16
4,2,3
4,3,3
3,3,3
3,3,4
3,2,4
3,2,3
3,2,4
3,2,5
4,2,5
5,2,5
5,2,4
5,2,5
5,1,5
5,1,4
5,0,4
5,1,4
5,1,3
5,1,2
5,1,3
5,0,3
5,1,11
4,1,11
4,1,12
4,2,12
4,2,11
4,1,11
4,2,11
4,2,10
5,2,10
4,2,10
4,1,10
4,0,10
4,1,10
4,2,10
4,1,10
5,1,10
4,1,10
4,2,10
4,2,9
4,3,9
2,3,13
3,3,13
3,3,12
3,3,11
3,2,11
3,2,10
3,2,9
3,2,10
3,2,11
3,2,12
3,1,12
3,0,12
2,0,12
3,0,12
3,0,13
4,0,13
3,0,13
4,0,13
4,1,13
4,1,14
3,6,5
4,6,5
