Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
2.23606797749979,1,4,0
2.23606797749979,4,0,1
6.4031242374328485,25,16,0
3.605551275463989,0,4,9
3.3166247903554,1,9,1
5.385164807134504,16,4,9
3.0,4,1,4
6.708203932499369,4,16,25
4.123105625617661,4,9,4
4.358898943540674,9,1,9
3.3166247903554,1,9,1
1.7320508075688772,1,1,1
4.123105625617661,4,9,4
1.0,0,1,0
3.605551275463989,0,4,9
3.3166247903554,1,1,9
5.0,16,0,9
2.23606797749979,1,0,4
1.0,1,0,0
4.358898943540674,9,9,1
4.58257569495584,1,4,16
3.0,4,4,1
4.358898943540674,9,9,1
3.605551275463989,0,9,4
4.123105625617661,1,0,16
4.58257569495584,1,4,16
3.605551275463989,0,4,9
3.0,0,9,0
2.23606797749979,4,1,0
4.123105625617661,9,4,4
8.306623862918075,4,1,64
3.0,0,9,0
4.123105625617661,4,9,4
4.58257569495584,1,4,16
4.123105625617661,4,4,9
