c,x,y,z
0,2.65,2.0,16.35
1,5.2,2.7,17.5
2,2.05,3.15,17.1
3,1.8,3.6,8.0
4,3.85,6.1,17.65
5,2.55,5.45,1.8
6,6.0,2.5,10.7
7,2.9,5.3,17.7
8,1.35,5.4,15.15
9,1.8,3.05,3.85
10,1.05,4.9,10.25
11,3.0,3.85,13.15
12,3.7,5.55,9.75
13,2.7,0.95,10.35
14,1.95,0.9,14.55
15,5.8,1.8,4.1
16,4.85,6.0,7.25
17,5.1,5.5,3.8
18,1.45,3.35,4.4
19,2.5,5.7,12.3
20,1.95,2.75,1.8
21,4.9,6.05,1.95
22,2.85,1.95,10.9
23,3.8,3.0,10.3
24,4.7,1.35,18.05
25,5.4,2.2,11.0
26,1.4,1.95,6.35
27,5.75,5.25,14.1
28,6.1,3.05,14.75
29,5.5,1.5,6.8
30,4.3,1.55,2.75
31,5.55,4.35,5.9
32,4.0,3.9,19.0
33,3.45,2.45,14.6
34,2.6,3.55,1.45
35,4.1,5.5,8.5
