c,x,y,z
0,2.0,1.8,12.7
1,2.4,5.45,16.55
2,2.5,6.25,16.35
3,3.05,5.75,3.1
4,6.05,4.15,15.0
5,2.4,2.6,9.6
6,3.15,4.85,10.6
7,4.45,4.85,18.9
8,1.05,3.8,18.85
9,5.55,4.05,4.1
10,1.85,5.8,10.55
11,0.7,4.1,12.5
12,3.55,5.3,7.25
13,2.15,1.0,10.25
14,5.05,0.9,6.25
15,5.7,2.0,5.4
16,6.05,5.2,8.35
17,5.2,5.2,3.6
18,5.05,4.8,14.35
19,5.5,2.95,17.35
20,2.85,5.05,1.8
21,5.05,3.65,1.9
22,3.55,4.75,12.7
23,3.7,4.5,9.2
24,5.0,1.3,18.6
25,5.95,1.2,11.45
26,3.75,1.45,6.1
27,4.7,3.45,14.25
28,2.4,3.2,13.6
29,1.35,4.2,6.35
30,3.2,2.1,2.1
31,1.05,3.25,3.4
32,2.6,1.65,16.95
33,4.25,4.3,17.25
34,1.2,1.8,1.7
35,2.75,4.35,4.6
