Re,Rx2,Ry2,Rz2
3.3166247903554,1,9,1
1.7320508075688772,1,1,1
4.123105625617661,4,4,9
1.0,1,0,0
4.123105625617661,1,0,16
3.605551275463989,9,0,4
3.0,1,4,4
2.23606797749979,0,4,1
4.58257569495584,1,4,16
3.0,4,1,4
2.23606797749979,1,4,0
2.23606797749979,1,0,4
3.0,1,4,4
5.0,16,9,0
1.7320508075688772,1,1,1
3.3166247903554,9,1,1
3.0,4,1,4
3.0,4,4,1
4.123105625617661,9,4,4
2.23606797749979,0,4,1
3.0,4,1,4
3.0,4,1,4
1.0,0,0,1
2.23606797749979,1,0,4
1.7320508075688772,1,1,1
2.23606797749979,0,1,4
1.0,0,1,0
2.23606797749979,4,0,1
5.0,0,9,16
5.385164807134504,9,16,4
1.0,1,0,0
2.23606797749979,4,1,0
6.082762530298219,0,1,36
3.0,1,4,4
2.23606797749979,4,0,1
2.23606797749979,4,1,0
