Re,Rx2,Ry2,Rz2
3.605551275463989,4,9,0
4.123105625617661,9,4,4
4.358898943540674,9,1,9
5.744562646538029,4,4,25
3.605551275463989,4,9,0
5.0,0,9,16
6.708203932499369,36,9,0
3.0,9,0,0
3.3166247903554,1,1,9
2.23606797749979,0,4,1
3.0,1,4,4
6.4031242374328485,1,4,36
4.358898943540674,9,9,1
2.23606797749979,4,1,0
5.744562646538029,4,4,25
3.3166247903554,1,9,1
4.358898943540674,1,9,9
3.605551275463989,4,0,9
7.681145747868608,25,9,25
6.082762530298219,0,36,1
2.23606797749979,0,4,1
7.0,4,36,9
4.123105625617661,0,1,16
5.385164807134504,4,0,25
2.23606797749979,0,1,4
3.3166247903554,1,9,1
5.385164807134504,9,16,4
5.385164807134504,4,16,9
3.605551275463989,0,4,9
3.605551275463989,4,0,9
3.605551275463989,4,9,0
2.23606797749979,4,0,1
3.605551275463989,9,0,4
5.916079783099616,9,1,25
8.06225774829855,0,1,64
4.123105625617661,1,16,0
