x,y,z
4,4,16
3,4,16
2,4,16
2,3,16
2,2,16
2,2,15
2,3,15
1,3,15
1,3,16
1,2,16
1,1,16
1,1,15
2,1,15
2,1,16
2,2,16
1,2,16
1,3,16
1,2,16
1,1,16
1,1,17
3,2,10
3,1,10
3,1,11
3,1,10
2,1,10
2,1,11
2,1,12
2,1,13
2,1,14
2,1,13
3,1,13
2,1,13
2,1,14
3,1,14
4,1,14
4,2,14
5,2,14
5,1,14
5,0,14
6,0,14
0,4,16
0,4,15
0,4,14
0,5,14
0,6,14
0,6,15
1,6,15
1,6,14
0,6,14
0,6,13
1,6,13
1,5,13
1,5,12
2,5,12
1,5,12
1,6,12
0,6,12
0,6,13
0,5,13
0,5,14
3,3,5
2,3,5
2,2,5
1,2,5
1,3,5
1,4,5
1,5,5
2,5,5
2,4,5
3,4,5
2,4,5
2,5,5
2,4,5
2,4,4
3,4,4
3,4,5
3,4,6
3,4,7
3,3,7
3,3,8
3,1,19
3,0,19
3,0,18
3,0,19
2,0,19
2,1,19
2,0,19
3,0,19
3,0,18
3,1,18
2,1,18
2,1,19
2,2,19
2,2,18
2,1,18
2,0,18
2,1,18
2,1,17
2,2,17
3,2,17
4,6,16
4,5,16
4,5,17
4,5,16
3,5,16
3,5,17
2,5,17
2,5,16
2,4,16
3,4,16
3,4,15
4,4,15
4,3,15
3,3,15
4,3,15
4,3,14
4,4,14
4,4,15
4,4,14
5,4,14
2,4,13
2,5,13
3,5,13
3,6,13
2,6,13
2,6,12
3,6,12
3,6,11
3,6,10
3,5,10
4,5,10
4,6,10
4,6,11
3,6,11
3,5,11
4,5,11
4,4,11
4,3,11
5,3,11
5,3,10
3,1,8
4,1,8
4,1,9
4,0,9
4,0,8
3,0,8
3,0,9
3,0,8
2,0,8
2,0,7
2,0,6
1,0,6
1,1,6
2,1,6
2,2,6
3,2,6
4,2,6
4,1,6
4,2,6
5,2,6
0,5,3
0,4,3
0,4,2
0,3,2
0,2,2
1,2,2
2,2,2
2,2,1
2,3,1
2,2,1
3,2,1
3,1,1
4,1,1
4,0,1
4,1,1
5,1,1
4,1,1
4,2,1
4,2,2
5,2,2
4,1,6
4,0,6
4,0,5
4,1,5
4,2,5
4,2,4
4,2,3
3,2,3
3,1,3
3,1,4
3,2,4
2,2,4
2,1,4
2,1,3
2,0,3
2,1,3
2,0,3
2,0,4
1,0,4
1,1,4
2,4,7
2,4,6
2,3,6
2,4,6
2,4,5
2,3,5
2,3,4
2,3,3
3,3,3
3,2,3
3,3,3
4,3,3
4,3,2
4,2,2
4,2,1
4,2,2
3,2,2
3,1,2
4,1,2
4,1,1
6,6,5
5,6,5
5,6,6
5,5,6
5,4,6
5,3,6
5,4,6
5,3,6
5,3,7
5,3,6
5,2,6
5,3,6
5,2,6
4,2,6
4,2,7
3,2,7
2,2,7
2,2,8
2,2,7
2,2,6
0,2,4
0,3,4
1,3,4
1,4,4
1,3,4
2,3,4
2,2,4
2,3,4
2,2,4
2,2,3
2,2,4
1,2,4
1,2,5
1,2,4
1,1,4
1,0,4
1,0,3
2,0,3
3,0,3
3,0,2
3,4,18
4,4,18
4,4,19
4,4,18
5,4,18
5,3,18
5,3,17
5,4,17
5,5,17
5,5,16
5,5,15
5,6,15
5,6,14
5,5,14
5,5,13
5,6,13
5,5,13
5,5,12
6,5,12
6,5,11
2,1,4
2,1,3
2,1,2
2,1,3
2,1,2
2,1,1
3,1,1
3,0,1
3,1,1
3,1,2
2,1,2
1,1,2
1,2,2
1,1,2
1,2,2
1,1,2
1,1,3
1,0,3
1,1,3
0,1,3
2,0,12
3,0,12
3,1,12
3,2,12
3,2,11
3,3,11
3,3,12
3,2,12
2,2,12
2,2,13
3,2,13
3,2,14
3,3,14
2,3,14
2,3,13
2,4,13
2,4,12
2,4,13
2,4,12
2,4,11
3,3,12
3,2,12
2,2,12
2,3,12
2,4,12
3,4,12
4,4,12
5,4,12
4,4,12
4,4,11
3,4,11
2,4,11
3,4,11
3,4,10
3,5,10
3,5,11
3,5,12
3,5,11
3,5,12
3,6,12
1,5,12
1,5,13
2,5,13
2,5,12
3,5,12
2,5,12
2,5,11
2,5,12
2,6,12
3,6,12
4,6,12
5,6,12
4,6,12
4,5,12
5,5,12
4,5,12
4,6,12
4,5,12
5,5,12
5,5,13
3,4,8
4,4,8
4,4,9
4,4,10
4,4,11
4,5,11
4,4,11
5,4,11
5,4,12
6,4,12
6,4,11
5,4,11
5,5,11
5,4,11
5,3,11
5,3,10
6,3,10
6,4,10
6,4,11
6,4,12
4,2,12
4,3,12
5,3,12
5,4,12
4,4,12
4,3,12
5,3,12
5,3,13
5,3,14
4,3,14
3,3,14
3,4,14
3,3,14
4,3,14
3,3,14
3,3,15
2,3,15
2,3,16
2,4,16
1,4,16
2,3,7
2,3,6
2,2,6
1,2,6
2,2,6
1,2,6
1,2,7
0,2,7
0,1,7
1,1,7
1,0,7
1,0,6
1,1,6
2,1,6
2,1,7
2,2,7
2,3,7
2,3,8
2,2,8
2,3,8
4,0,12
3,0,12
3,1,12
3,1,11
3,1,12
4,1,12
5,1,12
5,1,13
5,1,12
6,1,12
5,1,12
5,2,12
5,2,13
5,3,13
4,3,13
3,3,13
3,3,12
3,2,12
4,2,12
4,3,12
1,1,1
1,2,1
1,2,2
1,3,2
1,3,1
2,3,1
1,3,1
1,4,1
0,4,1
0,5,1
0,5,0
0,5,1
0,4,1
0,3,1
0,4,1
0,3,1
0,3,0
1,3,0
0,3,0
0,2,0
1,3,14
0,3,14
1,3,14
0,3,14
1,3,14
1,3,15
1,2,15
1,1,15
1,1,14
1,1,13
1,2,13
1,1,13
1,1,14
2,1,14
2,0,14
2,0,13
2,0,12
1,0,12
2,0,12
2,0,11
2,4,7
3,4,7
3,4,6
3,3,6
2,3,6
2,3,7
2,3,8
2,2,8
2,3,8
2,2,8
2,1,8
2,1,9
2,2,9
2,2,8
2,3,8
2,4,8
2,4,9
2,3,9
1,3,9
1,3,8
2,5,14
2,4,14
2,4,15
2,3,15
2,2,15
2,3,15
2,2,15
2,2,16
2,1,16
2,1,15
2,1,14
2,1,15
1,1,15
1,1,14
1,0,14
1,1,14
2,1,14
2,1,13
2,1,14
3,1,14
2,5,2
2,4,2
1,4,2
1,3,2
1,3,3
1,4,3
2,4,3
2,3,3
2,3,2
2,3,1
2,4,1
3,4,1
3,4,2
3,4,3
2,4,3
1,4,3
1,3,3
1,3,4
1,3,5
0,3,5
6,5,9
6,6,9
5,6,9
5,5,9
5,6,9
5,5,9
5,4,9
4,4,9
4,5,9
4,5,8
4,5,9
3,5,9
2,5,9
2,4,9
2,3,9
3,3,9
3,3,10
2,3,10
1,3,10
2,3,10
2,3,18
1,3,18
0,3,18
1,3,18
2,3,18
2,3,17
2,2,17
2,2,18
2,1,18
1,1,18
1,0,18
2,0,18
2,1,18
1,1,18
1,1,17
1,1,16
1,1,17
1,1,16
1,2,16
1,3,16
3,3,3
