19.000000,0.000000,0.000000
12.754084,1.799505,0.299917
11.234866,2.348984,0.391497
10.173495,2.404524,0.400754
9.401537,3.015445,0.502574
8.449195,3.050014,0.508336
6.570134,2.727753,0.454626
6.023104,2.335607,0.389268
5.270463,2.261096,0.376849
4.714045,1.973751,0.328959
4.136558,1.621632,0.270272
4.618802,2.009418,0.334903
4.576510,2.086006,0.347668
4.684490,1.652375,0.275396
4.236088,1.985619,0.330936
4.678556,1.428005,0.238001
4.576510,1.881423,0.313570
4.955356,1.770875,0.295146
3.908680,1.330964,0.221827
4.490731,1.356928,0.226155
5.016639,1.931712,0.321952
4.972145,2.392945,0.398824
4.853407,2.002717,0.333786
4.384315,2.063849,0.343975
4.377975,2.032615,0.338769
4.731690,1.678073,0.279679
4.262237,1.657505,0.276251
4.288227,1.596654,0.266109
4.766783,1.374010,0.229002
4.630815,1.755901,0.292650
4.830459,1.735827,0.289304
4.678556,1.564554,0.260759
4.887626,2.250294,0.375049
4.000000,1.369940,0.228323
4.696334,1.801543,0.300257
5.088113,1.383877,0.230646
4.642796,1.983574,0.330596
4.870546,2.623151,0.437192
5.022173,1.844612,0.307435
4.371626,1.287173,0.214529
4.075673,2.012353,0.335392
