Re,Rx2,Ry2,Rz2
5.916079783099616,9,25,1
6.082762530298219,0,1,36
6.708203932499369,16,25,4
5.744562646538029,4,4,25
4.358898943540674,9,9,1
5.916079783099616,25,1,9
4.123105625617661,1,0,16
4.123105625617661,9,4,4
4.58257569495584,16,1,4
5.0,0,25,0
6.4031242374328485,4,1,36
4.58257569495584,4,1,16
5.744562646538029,16,1,16
4.123105625617661,4,9,4
3.605551275463989,0,4,9
5.0,9,16,0
3.605551275463989,0,4,9
5.196152422706632,1,25,1
3.3166247903554,1,9,1
6.557438524302,9,25,9
2.23606797749979,1,0,4
5.0,9,0,16
4.123105625617661,9,4,4
4.123105625617661,4,9,4
5.385164807134504,25,4,0
4.123105625617661,4,9,4
2.23606797749979,0,1,4
4.58257569495584,4,1,16
2.23606797749979,0,4,1
3.605551275463989,4,9,0
4.123105625617661,0,16,1
4.123105625617661,16,1,0
4.123105625617661,1,0,16
5.385164807134504,16,9,4
1.7320508075688772,1,1,1
3.0,4,4,1
