Re,Rx2,Ry2,Rz2
4.123105625617661,16,1,0
2.23606797749979,1,4,0
3.0,4,1,4
5.916079783099616,25,1,9
6.708203932499369,25,4,16
5.385164807134504,4,9,16
7.54983443527075,25,16,16
3.3166247903554,1,1,9
3.605551275463989,0,4,9
3.3166247903554,1,1,9
3.605551275463989,4,9,0
5.385164807134504,4,0,25
4.123105625617661,4,9,4
7.681145747868608,9,25,25
5.385164807134504,25,0,4
4.123105625617661,16,1,0
3.0,4,4,1
6.082762530298219,0,1,36
5.916079783099616,25,1,9
4.358898943540674,1,9,9
7.280109889280518,16,36,1
6.708203932499369,0,9,36
4.123105625617661,1,16,0
5.196152422706632,9,9,9
4.58257569495584,16,1,4
3.3166247903554,9,1,1
5.744562646538029,4,4,25
2.23606797749979,0,1,4
2.23606797749979,1,4,0
3.0,0,9,0
4.123105625617661,0,1,16
2.23606797749979,0,1,4
4.58257569495584,16,4,1
4.358898943540674,9,9,1
1.0,0,1,0
9.1104335791443,9,25,49
