c,x,y,z
0,3.25,3.5,13.65
1,2.6,2.95,5.85
2,3.0,4.3,9.6
3,5.55,2.35,14.3
4,4.55,5.4,6.65
5,2.65,4.2,13.45
6,3.65,2.9,18.95
7,1.9,3.85,7.95
8,1.8,2.95,5.25
9,4.6,1.7,11.8
10,2.25,4.45,12.4
11,3.5,5.65,13.55
12,5.95,3.85,10.7
13,2.15,2.0,2.35
14,4.4,5.05,11.35
15,5.5,3.25,2.35
16,2.15,5.65,7.0
17,1.35,4.55,4.9
18,2.55,2.85,1.4
19,4.65,4.55,15.6
20,4.4,2.7,8.3
21,1.3,1.1,7.5
22,4.9,5.4,4.3
23,5.05,2.8,14.65
24,2.8,4.95,4.95
25,4.85,1.35,7.7
26,3.65,2.25,11.8
27,2.15,3.0,6.35
28,3.0,2.7,4.4
29,4.25,4.45,5.5
30,1.4,3.1,5.3
31,4.5,6.3,6.3
32,3.9,2.75,9.95
33,4.4,4.7,9.9
34,4.7,3.7,16.2
35,4.9,3.2,8.5
