Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
4.358898943540674,9,1,9
3.0,4,4,1
3.0,4,4,1
5.0,0,9,16
5.196152422706632,1,1,25
3.0,0,0,9
3.605551275463989,0,4,9
3.605551275463989,4,9,0
3.3166247903554,9,1,1
5.385164807134504,4,16,9
4.123105625617661,9,4,4
3.605551275463989,0,4,9
5.385164807134504,0,4,25
3.0,9,0,0
2.23606797749979,4,0,1
9.1104335791443,1,1,81
3.605551275463989,9,4,0
2.23606797749979,1,4,0
7.280109889280518,1,16,36
2.23606797749979,0,4,1
1.0,0,0,1
2.23606797749979,4,0,1
3.0,1,4,4
4.123105625617661,9,4,4
4.58257569495584,1,16,4
2.23606797749979,4,1,0
3.605551275463989,4,9,0
3.0,4,1,4
4.358898943540674,1,9,9
1.0,0,0,1
4.58257569495584,1,4,16
3.605551275463989,4,0,9
3.0,0,9,0
3.605551275463989,4,0,9
1.7320508075688772,1,1,1
