c,x,y,z
0,4.45,5.2,19.05
1,5.1,1.8,9.8
2,5.15,1.05,17.9
3,2.4,2.1,8.5
4,3.1,3.45,15.65
5,0.95,5.85,10.0
6,3.8,4.8,1.3
7,4.3,5.85,11.35
8,0.95,2.4,10.45
9,5.0,2.75,0.75
10,2.25,3.1,4.55
11,1.1,2.0,4.2
12,1.95,1.85,16.7
13,2.05,1.05,11.4
14,4.15,5.95,15.4
15,4.8,4.3,15.2
16,5.55,4.8,7.75
17,2.35,0.65,2.6
18,3.7,5.05,7.55
19,0.95,3.65,14.9
20,6.05,2.95,10.8
21,1.85,3.2,18.25
22,6.05,4.25,17.4
23,5.05,5.9,5.55
24,1.15,4.8,7.25
25,3.3,4.8,3.0
26,3.05,2.25,2.9
27,5.45,3.2,10.85
28,2.15,1.7,17.85
29,2.95,4.15,12.7
30,5.45,1.6,3.75
31,4.2,1.35,8.05
32,4.6,0.95,14.25
33,1.25,6.05,16.4
34,1.8,6.15,4.55
35,4.7,4.05,4.45
