c,x,y,z
0,3.65,5.75,8.1
1,2.65,5.15,12.2
2,5.35,3.75,8.0
3,5.05,5.65,6.2
4,4.25,2.9,11.85
5,3.2,1.85,17.05
6,4.8,2.8,17.2
7,1.7,2.65,11.25
8,5.8,1.95,7.55
9,4.3,3.55,2.45
10,5.0,3.9,10.7
11,1.7,2.65,12.55
12,4.0,5.9,9.8
13,2.2,3.5,16.4
14,2.2,1.8,2.5
15,2.4,1.25,10.75
16,5.2,1.05,7.65
17,1.8,0.95,13.85
18,4.3,3.95,6.55
19,4.3,2.4,5.5
20,1.25,1.9,9.15
21,4.7,5.15,17.35
22,4.6,2.5,15.8
23,2.6,1.5,15.7
24,2.0,4.15,6.75
25,5.2,2.75,1.85
26,1.15,5.05,12.9
27,2.15,3.0,7.95
28,5.65,3.8,5.45
29,4.15,1.95,3.9
30,5.6,4.95,8.35
31,5.15,4.65,3.7
32,3.55,4.65,15.6
33,2.15,2.8,10.05
34,3.6,3.65,4.15
35,5.3,3.15,1.85
