Re,Rx2,Ry2,Rz2
3.605551275463989,4,0,9
3.605551275463989,4,9,0
3.0,4,1,4
2.23606797749979,0,1,4
5.196152422706632,9,9,9
4.358898943540674,9,1,9
5.196152422706632,9,9,9
4.123105625617661,16,1,0
2.23606797749979,4,1,0
3.3166247903554,9,1,1
2.23606797749979,0,1,4
2.23606797749979,4,1,0
1.0,0,0,1
4.58257569495584,1,4,16
1.0,1,0,0
2.23606797749979,4,1,0
5.0,0,16,9
3.605551275463989,4,9,0
2.23606797749979,0,4,1
4.123105625617661,4,4,9
4.358898943540674,9,9,1
3.0,4,4,1
3.0,1,4,4
7.280109889280518,36,16,1
1.7320508075688772,1,1,1
5.385164807134504,4,0,25
5.385164807134504,9,16,4
3.3166247903554,1,9,1
4.358898943540674,9,9,1
6.4031242374328485,16,0,25
5.196152422706632,25,1,1
4.58257569495584,1,4,16
1.7320508075688772,1,1,1
4.123105625617661,4,4,9
3.0,1,4,4
4.123105625617661,4,4,9
