Re,Rx2,Ry2,Rz2
5.744562646538029,25,4,4
3.3166247903554,1,9,1
4.58257569495584,4,1,16
7.0,4,9,36
5.0,0,9,16
4.123105625617661,9,4,4
5.0,0,0,25
4.358898943540674,9,9,1
5.916079783099616,1,9,25
7.14142842854285,1,25,25
6.4031242374328485,1,36,4
6.4031242374328485,36,4,1
7.280109889280518,1,16,36
5.0,0,9,16
4.123105625617661,4,9,4
3.3166247903554,9,1,1
7.14142842854285,1,1,49
3.3166247903554,9,1,1
4.58257569495584,1,4,16
3.0,9,0,0
4.123105625617661,0,1,16
3.605551275463989,9,0,4
6.708203932499369,36,9,0
5.196152422706632,1,1,25
7.280109889280518,1,16,36
4.58257569495584,1,4,16
5.385164807134504,4,9,16
5.916079783099616,1,9,25
5.385164807134504,9,4,16
4.123105625617661,1,16,0
3.3166247903554,9,1,1
1.7320508075688772,1,1,1
4.58257569495584,1,16,4
3.605551275463989,9,0,4
5.0,0,9,16
2.23606797749979,4,1,0
