Re,Rx2,Ry2,Rz2
4.58257569495584,16,4,1
2.23606797749979,1,0,4
1.7320508075688772,1,1,1
2.23606797749979,0,4,1
1.7320508075688772,1,1,1
5.385164807134504,16,4,9
3.0,1,4,4
3.3166247903554,1,1,9
2.23606797749979,1,4,0
7.280109889280518,0,4,49
3.0,4,4,1
3.605551275463989,4,9,0
3.3166247903554,1,9,1
2.23606797749979,4,1,0
2.23606797749979,1,0,4
6.708203932499369,0,36,9
2.23606797749979,1,0,4
2.23606797749979,0,1,4
4.123105625617661,4,4,9
4.58257569495584,4,1,16
4.123105625617661,9,4,4
7.0,4,9,36
3.3166247903554,1,1,9
5.0,0,9,16
3.0,1,4,4
4.123105625617661,1,16,0
3.605551275463989,0,9,4
5.744562646538029,1,16,16
3.0,1,4,4
2.23606797749979,1,0,4
1.7320508075688772,1,1,1
3.0,4,1,4
4.58257569495584,16,1,4
5.385164807134504,16,4,9
5.196152422706632,1,25,1
1.7320508075688772,1,1,1
