Rg,Rgx2,Rgy2,Rgz2
2.13658606192215,2.0900000000000007,2.0275,0.44749999999999995
2.433105012119288,0.69,2.3900000000000006,2.8400000000000007
1.5231546211727818,0.5900000000000001,0.5900000000000001,1.1400000000000003
2.576819745345025,0.8099999999999999,5.389999999999999,0.4400000000000001
2.823118842698621,6.14,1.190000000000001,0.6399999999999997
2.228227995515719,0.9275,2.1100000000000008,1.9274999999999998
1.9196353820452465,1.4474999999999998,1.6475000000000002,0.59
1.595305613354382,0.8099999999999999,1.1475000000000004,0.5875
1.5890248582070703,0.45,1.2475,0.8274999999999999
2.177154105707724,2.59,1.6900000000000006,0.45999999999999996
2.062765134473627,2.1400000000000006,1.5274999999999999,0.5875
2.671142077838616,0.4400000000000001,4.347499999999999,2.3474999999999993
2.228227995515719,4.05,0.6275000000000002,0.2875
2.29891278651453,0.5475000000000001,2.9099999999999993,1.8275000000000001
2.7595289453093255,0.6274999999999998,2.1275,4.859999999999999
1.6896745248715803,0.6275000000000002,1.5,0.7275000000000001
2.4093567606313515,0.59,2.1275000000000004,3.0875
2.105943968865269,1.7275000000000003,0.44750000000000034,2.26
2.2416511771459895,1.0900000000000005,0.1875,3.7475
2.6888659319497505,4.09,1.45,1.6900000000000008
1.7204650534085253,1.46,0.9600000000000005,0.5399999999999998
2.4879710609249455,3.0100000000000007,1.34,1.8399999999999994
2.6438608132804573,0.6399999999999999,0.5399999999999998,5.8100000000000005
1.671825349730049,0.6475000000000001,1.1600000000000006,0.9875
2.1260291625469296,3.3899999999999997,0.59,0.54
1.7219175357722565,1.09,0.7475,1.1275000000000002
3.2148094811357018,2.0475,0.24750000000000022,8.040000000000001
2.5641762809916173,0.8875,2.54,3.147500000000001
2.316246964380094,1.7274999999999996,0.8275000000000003,2.8100000000000014
1.665833124895768,0.6875,1.4,0.6875
2.102379604162864,2.5600000000000005,1.1600000000000001,0.7
1.9039432764659772,1.0474999999999999,2.25,0.3274999999999999
1.7649362594722793,1.5275000000000003,0.34750000000000003,1.2400000000000007
1.9761072845369505,0.5474999999999997,1.2100000000000002,2.1475000000000004
2.3811761799581315,0.71,2.26,2.7
2.2989127865145296,0.61,0.9474999999999998,3.727499999999999
