avg_Rgx2,avg_Rgy2,avg_Rgz2,diff,avg_Rg2/3
0.0,0.0,33.25000000000001,0.0,11.083333333333336
0.4734722222222222,0.3675694444444445,18.191041666666667,0.10590277777777768,6.344027777777778
0.5308333333333336,0.5989583333333334,14.563680555555553,0.06812499999999977,5.231157407407407
0.48972222222222217,0.8063888888888888,12.128888888888888,0.31666666666666665,4.475
0.8268055555555556,0.7798611111111111,9.980833333333337,0.046944444444444455,3.862500000000001
0.8481944444444445,0.7765277777777778,7.87013888888889,0.07166666666666666,3.1649537037037043
0.9395138888888889,0.9347222222222223,5.28701388888889,0.0047916666666665275,2.3870833333333334
1.1670833333333333,1.1376388888888889,3.6834722222222203,0.029444444444444384,1.9960648148148141
1.2253472222222221,0.8828472222222222,3.1236111111111113,0.3424999999999999,1.7439351851851852
0.9947916666666669,1.3628472222222223,1.9344444444444444,0.36805555555555547,1.4306944444444447
1.04625,1.0050694444444443,1.778958333333333,0.041180555555555554,1.276759259259259
1.2729861111111114,1.2293055555555557,1.6670138888888886,0.04368055555555572,1.3897685185185187
1.522152777777778,1.206041666666667,1.5156944444444447,0.316111111111111,1.41462962962963
1.4026388888888892,1.075763888888889,1.722986111111111,0.32687500000000025,1.400462962962963
1.0541666666666665,0.7893055555555555,1.7794444444444446,0.264861111111111,1.207638888888889
1.559444444444444,1.1300694444444443,1.5109027777777777,0.4293749999999996,1.4001388888888888
1.1284027777777779,1.4006250000000005,1.7333333333333334,0.2722222222222226,1.4207870370370372
1.4465277777777779,1.2189583333333334,1.591597222222222,0.2275694444444445,1.4190277777777778
1.0601388888888887,1.1935416666666667,1.687986111111111,0.13340277777777798,1.3138888888888889
1.2741666666666667,1.3776388888888895,1.6511111111111114,0.10347222222222285,1.4343055555555557
1.1328472222222221,1.343263888888889,2.255972222222223,0.21041666666666692,1.5773611111111112
1.4179861111111112,1.0774999999999997,1.9464583333333338,0.3404861111111115,1.4806481481481484
1.0340277777777775,1.3129861111111114,2.160763888888889,0.27895833333333386,1.5025925925925927
1.2435416666666665,1.2998611111111116,1.5689583333333337,0.05631944444444503,1.3707870370370372
1.3695138888888887,1.1522916666666667,1.5247222222222225,0.21722222222222198,1.3488425925925924
1.3201388888888885,1.1675000000000002,1.7712499999999998,0.15263888888888832,1.4196296296296296
1.1502083333333326,1.2440277777777782,1.5974305555555555,0.09381944444444557,1.3305555555555555
1.0116666666666667,1.0664583333333337,1.777013888888889,0.054791666666667016,1.2850462962962965
1.1556250000000003,1.2109027777777777,1.8043055555555556,0.055277777777777315,1.3902777777777777
1.0511805555555551,1.0320138888888888,2.221805555555556,0.019166666666666332,1.4349999999999998
1.0538194444444446,1.2138888888888888,1.8724305555555552,0.16006944444444415,1.380046296296296
1.3529861111111119,1.3327083333333332,1.4570833333333337,0.020277777777778727,1.3809259259259263
1.2990972222222223,1.3536111111111109,2.0886805555555554,0.05451388888888853,1.5804629629629627
1.0733333333333333,1.103888888888889,1.7841666666666667,0.03055555555555567,1.320462962962963
1.013263888888889,1.3482638888888892,1.923888888888889,0.3350000000000002,1.4284722222222221
1.6514583333333333,1.2517361111111116,1.6998611111111108,0.39972222222222165,1.534351851851852
1.1583333333333337,1.132152777777778,1.934652777777778,0.02618055555555565,1.40837962962963
1.1879861111111107,1.0240277777777782,2.1403472222222217,0.16395833333333254,1.4507870370370368
1.1275694444444442,1.1351388888888887,1.8659027777777777,0.0075694444444445175,1.3762037037037036
1.1602083333333335,1.0589583333333332,1.8105555555555553,0.10125000000000028,1.3432407407407407
1.047361111111111,1.221736111111111,1.5520138888888886,0.17437499999999995,1.2737037037037036
