c,x,y,z
0,1.15,2.5,16.95
1,5.55,6.05,15.2
2,3.0,6.15,17.45
3,5.75,2.35,8.4
4,5.85,1.55,17.4
5,4.1,5.2,1.1
6,3.4,3.1,6.2
7,4.2,5.1,18.9
8,6.15,3.3,15.45
9,0.75,2.5,2.05
10,2.15,6.0,6.65
11,1.1,5.05,8.75
12,3.25,4.5,5.95
13,3.3,1.1,9.6
14,1.7,2.4,15.4
15,5.7,3.1,7.8
16,5.1,5.65,9.15
17,4.5,2.1,3.7
18,1.85,4.2,3.65
19,2.1,5.8,15.4
20,2.25,1.45,10.4
21,2.8,1.7,3.3
22,3.75,2.8,18.15
23,2.2,4.3,10.4
24,2.6,1.7,19.0
25,4.9,2.45,11.75
26,1.9,3.4,1.7
27,4.15,2.15,16.0
28,3.9,6.35,10.85
29,4.0,1.65,12.05
30,5.8,1.3,1.5
31,4.2,4.55,3.05
32,5.0,4.0,13.3
33,2.0,4.2,14.1
34,5.35,5.7,4.35
35,2.3,1.2,8.1
