Re,Rx2,Ry2,Rz2
5.744562646538029,16,16,1
2.23606797749979,1,4,0
3.0,0,0,9
3.3166247903554,1,1,9
4.123105625617661,4,4,9
2.23606797749979,4,1,0
2.23606797749979,1,0,4
3.0,1,4,4
4.358898943540674,9,1,9
2.23606797749979,1,0,4
2.23606797749979,0,1,4
2.23606797749979,1,0,4
4.358898943540674,9,1,9
3.3166247903554,9,1,1
2.23606797749979,0,1,4
3.3166247903554,1,1,9
3.0,4,4,1
5.0,9,0,16
4.58257569495584,4,1,16
5.385164807134504,4,16,9
4.123105625617661,1,0,16
2.23606797749979,1,4,0
3.3166247903554,9,1,1
3.0,1,4,4
2.23606797749979,0,4,1
5.385164807134504,16,9,4
7.280109889280518,4,0,49
4.358898943540674,9,1,9
4.358898943540674,9,9,1
5.744562646538029,4,25,4
1.7320508075688772,1,1,1
3.0,0,0,9
6.557438524302,25,9,9
3.0,0,9,0
3.0,9,0,0
2.23606797749979,0,4,1
