c,x,y,z
0,1.05,2.1,14.75
1,2.8,1.55,13.55
2,1.95,5.3,16.35
3,1.55,2.35,4.3
4,5.75,5.45,16.6
5,3.8,4.6,11.3
6,1.7,5.5,8.2
7,4.45,3.9,17.75
8,0.95,4.2,18.25
9,6.05,1.95,11.3
10,4.1,2.15,6.45
11,2.0,5.2,11.5
12,5.8,5.25,1.25
13,2.05,1.95,8.3
14,4.65,0.9,14.05
15,2.15,0.95,1.4
16,5.45,5.3,6.25
17,5.65,3.65,4.8
18,6.0,5.75,11.95
19,4.8,4.35,18.45
20,3.65,4.1,4.15
21,4.2,2.55,0.95
22,2.8,5.25,12.95
23,5.15,4.3,11.55
24,3.25,3.15,13.0
25,3.6,2.1,9.2
26,4.75,1.7,5.45
27,3.15,1.65,10.9
28,4.75,4.05,15.7
29,2.35,3.2,6.15
30,1.45,4.35,2.2
31,3.8,2.6,2.7
32,2.4,1.55,18.75
33,4.8,1.6,18.5
34,3.4,5.1,1.8
35,2.4,6.1,5.0
