c,x,y,z
0,1.55,2.25,14.4
1,2.35,3.45,14.7
2,2.65,5.75,15.8
3,3.2,4.4,4.2
4,5.8,5.55,17.05
5,2.6,2.85,8.75
6,3.25,5.95,9.5
7,3.7,4.15,19.05
8,1.2,4.2,17.3
9,5.95,1.8,6.65
10,1.3,4.25,9.45
11,3.15,5.95,13.0
12,6.0,5.0,3.4
13,2.65,1.9,7.85
14,5.75,1.85,7.6
15,3.25,1.1,2.65
16,6.1,5.4,9.2
17,5.0,5.7,1.7
18,5.45,3.8,14.75
19,4.45,2.65,17.1
20,1.4,4.95,2.05
21,5.05,1.6,1.75
22,3.6,4.05,11.85
23,5.8,4.35,9.75
24,6.15,1.6,17.75
25,4.15,2.1,10.85
26,4.3,3.7,5.9
27,4.6,1.7,15.7
28,2.25,1.55,12.3
29,1.8,3.45,7.95
30,2.55,4.35,1.9
31,3.0,1.25,5.35
32,1.4,1.45,18.35
33,2.3,4.0,16.6
34,0.75,1.95,4.2
35,1.2,5.0,5.5
