x,y,z
1,4,17
2,4,17
3,4,17
3,4,16
4,4,16
4,4,15
4,3,15
4,4,15
4,5,15
4,5,14
3,5,14
3,4,14
2,4,14
2,5,14
2,5,15
3,5,15
3,5,16
3,4,16
4,4,16
4,4,15
5,1,1
4,1,1
3,1,1
3,1,0
3,1,1
3,2,1
3,2,2
3,2,1
3,2,2
4,2,2
4,3,2
3,3,2
3,3,3
3,4,3
2,4,3
1,4,3
1,4,4
0,4,4
0,4,3
0,3,3
2,2,4
1,2,4
1,1,4
0,1,4
0,2,4
1,2,4
2,2,4
2,3,4
2,3,5
2,3,4
3,3,4
4,3,4
3,3,4
3,4,4
3,3,4
3,3,5
3,3,6
4,3,6
5,3,6
4,3,6
4,2,17
4,2,16
4,2,15
4,1,15
4,1,14
4,1,13
4,1,14
4,1,15
4,2,15
3,2,15
3,2,16
2,2,16
2,1,16
2,0,16
1,0,16
1,0,15
1,0,14
1,1,14
1,1,13
1,2,13
6,1,14
5,1,14
5,1,15
6,1,15
5,1,15
4,1,15
4,1,16
5,1,16
5,1,15
5,1,14
5,0,14
5,0,15
5,0,14
5,1,14
6,1,14
6,1,15
6,1,14
6,2,14
6,1,14
5,1,14
4,4,12
4,4,11
4,5,11
5,5,11
6,5,11
6,5,12
5,5,12
5,4,12
4,4,12
3,4,12
3,3,12
3,3,13
4,3,13
4,2,13
4,2,12
3,2,12
3,2,13
3,3,13
3,3,14
3,3,15
4,3,2
3,3,2
3,3,3
4,3,3
4,3,4
4,4,4
4,4,5
3,4,5
3,5,5
3,4,5
2,4,5
3,4,5
4,4,5
4,4,6
3,4,6
3,4,7
2,4,7
3,4,7
4,4,7
4,4,6
4,2,16
4,2,15
4,2,16
4,1,16
5,1,16
4,1,16
5,1,16
4,1,16
5,1,16
5,0,16
5,0,15
5,1,15
5,0,15
5,1,15
6,1,15
5,1,15
6,1,15
5,1,15
5,0,15
5,1,15
4,1,13
4,1,12
4,0,12
3,0,12
3,0,11
3,0,12
3,0,13
4,0,13
3,0,13
2,0,13
3,0,13
3,0,12
4,0,12
4,0,11
4,1,11
3,1,11
3,1,12
3,2,12
4,2,12
4,2,13
4,3,18
3,3,18
3,4,18
3,3,18
3,4,18
3,4,17
2,4,17
2,3,17
1,3,17
0,3,17
1,3,17
2,3,17
2,2,17
1,2,17
1,1,17
0,1,17
0,1,18
0,1,19
