c,x,y,z
0,5.8,3.5,15.9
1,2.5,0.65,11.15
2,1.65,4.15,14.9
3,2.0,1.2,4.5
4,1.45,5.95,17.9
5,2.3,5.25,12.85
6,5.25,3.15,1.0
7,4.95,3.2,9.55
8,5.75,5.35,7.3
9,2.3,4.0,2.7
10,1.3,2.5,9.8
11,3.75,3.55,7.5
12,4.6,4.1,17.4
13,4.8,2.85,14.75
14,5.0,5.7,14.1
15,2.95,4.55,18.5
16,4.85,1.45,7.3
17,4.4,5.35,1.35
18,4.35,1.9,3.95
19,4.2,2.5,13.1
20,1.8,1.5,6.9
21,2.65,2.7,18.15
22,5.4,4.5,18.2
23,2.5,5.85,4.75
24,2.7,5.65,4.65
25,4.8,1.55,2.75
26,1.55,2.2,0.95
27,1.65,2.3,13.75
28,1.1,1.25,16.75
29,2.65,4.55,8.6
30,5.0,1.35,12.15
31,5.2,5.6,3.2
32,5.5,3.9,11.5
33,4.15,0.95,18.3
34,3.3,5.7,10.5
35,1.7,5.3,7.4
