c,Rg
0,1.8758228466728941
1,1.8156692570509643
2,1.8495140447966323
3,1.3513042267010047
4,2.2781220126455044
5,2.352828327481629
6,1.569634160752116
7,2.0940469937658994
8,1.6694868079143361
9,1.8783756588339833
10,2.9898206392691855
11,2.3078336935099983
12,1.5413785501945976
13,1.6503581089266657
14,1.66225692174826
15,1.4571382134855986
16,1.6080437172228867
17,1.1897469916330952
18,1.5543246839061649
19,1.1103839541798144
20,1.3344670790244322
21,1.6422103897491331
22,1.51912111939766
23,1.7302349102072816
24,2.475520118480155
25,2.359225207859563
26,1.9451183807161971
27,2.0232005941082565
28,1.7273499793903957
29,2.337750143407118
30,1.5617010914064189
31,1.8384439848143321
32,2.3170909937678323
33,1.9695515137715998
34,1.217634758045285
35,1.662442594648008
