5.766281,0.000000,0.000000
1.741776,0.386213,0.064369
2.049859,0.494988,0.082498
1.851029,0.468737,0.078123
1.913973,0.411336,0.068556
2.009887,0.393739,0.065623
1.857954,0.369634,0.061606
1.972385,0.396508,0.066085
1.967143,0.353540,0.058923
1.904489,0.372562,0.062094
1.931104,0.368022,0.061337
1.875641,0.436741,0.072790
1.935186,0.357030,0.059505
1.841759,0.421336,0.070223
1.889779,0.318060,0.053010
1.915674,0.467194,0.077866
1.935881,0.390290,0.065048
1.811488,0.323209,0.053868
1.929362,0.379462,0.063244
1.880711,0.463470,0.077245
1.986628,0.487367,0.081228
1.922186,0.399301,0.066550
1.935135,0.449456,0.074909
1.911226,0.388697,0.064783
2.022741,0.514998,0.085833
1.913142,0.447304,0.074551
1.952286,0.442784,0.073797
2.003856,0.475045,0.079174
1.945675,0.346409,0.057735
1.905200,0.408150,0.068025
1.919472,0.339816,0.056636
1.878615,0.443567,0.073928
1.971718,0.384324,0.064054
1.750871,0.360103,0.060017
1.774265,0.410020,0.068337
1.906956,0.359183,0.059864
1.932117,0.363250,0.060542
1.798770,0.392367,0.065395
1.967214,0.427753,0.071292
1.961555,0.443910,0.073985
1.868166,0.389932,0.064989
