c,x,y,z
0,1.34886,0.0876,18.40906
1,1.02224,3.5,8.65144
2,5.5,0.31414,13.20132
3,0.58447,7.03039,13.14917
4,5.5,2.49915,8.1239
5,2.36851,3.12208,19.56381
6,5.35565,6.51207,13.60028
7,6.05745,2.1111,18.00236
8,6.6934,5.96323,17.0
9,6.41647,0.08391,9.93032
10,6.63996,5.20355,20.43249
11,1.78957,1.94689,0.01133
12,5.01797,0.58318,18.3044
13,5.03244,0.92856,17.5892
14,0.77658,5.58803,11.3899
15,3.73531,5.5,17.19165
16,0.93489,1.60601,8.68745
17,4.65903,1.8116,11.25984
18,0.82424,7.41396,12.35104
19,0.37612,4.1585,3.30232
20,4.85403,5.62585,9.68762
21,0.97053,2.3243,14.05009
22,6.21038,0.13848,17.10076
23,1.9914,1.70251,19.04248
24,5.82866,0.1706,3.7497
25,0.18939,0.10368,1.84795
26,2.05311,6.1391,9.65144
27,4.0612,1.89399,11.34269
28,2.15658,1.3116,18.86023
29,2.78962,3.92694,4.85391
30,6.7593,0.91636,8.55027
31,1.55646,3.72925,2.30248
32,2.37212,6.45492,15.24672
33,1.29144,7.30925,9.05087
34,1.34455,3.1023,10.44092
35,4.33834,6.05852,15.14456
