c,Rg
0,1.1116488703273169
1,2.2803361314069464
2,2.6424669823670452
3,1.8865912755549357
4,1.934054681233186
5,1.480904020758942
6,2.031803733582553
7,2.332843380555154
8,1.8518015840256754
9,1.234808096304847
10,2.493172878121371
11,2.6055210883046027
12,2.8335181054653598
13,1.4534867053055558
14,2.0430283344339597
15,1.84000700066603
16,1.8768583157500196
17,1.5862739136101307
18,1.8356399024046084
19,1.2742123600483555
20,2.361286598064708
21,2.1784197982253097
22,2.0753393841249195
23,2.0990886080868525
24,2.068012575832168
25,1.8779400156820771
26,1.587071161259003
27,3.0595460527829945
28,2.0502038691066797
29,1.1140276593514182
30,1.4917050658223292
31,1.8528836311544228
32,1.6809068283518869
33,1.4049394476987254
34,1.5921221867997446
35,2.781621583429349
