c,x,y,z
0,6.55661,0.75936,4.5
1,2.56837,1.24393,13.09782
2,1.48566,1.84889,4.24016
3,4.47533,2.44987,2.89924
4,4.40758,6.45598,19.77348
5,4.13903,7.42224,19.81436
6,5.79052,6.63706,8.60173
7,2.285,4.60199,12.40019
8,4.35565,3.40674,7.70229
9,6.17007,1.77506,15.5047
10,3.04259,1.29837,4.04325
11,4.85763,4.95948,0.84892
12,1.55208,5.23342,4.0
13,0.20445,5.12841,2.34636
14,0.62497,2.89399,7.37836
15,1.63538,6.18917,20.31879
16,0.34041,2.92694,1.24792
17,5.56065,2.85833,5.89924
18,2.66639,5.97776,6.60124
19,1.33161,0.66852,2.5
20,3.7103,2.54665,12.84795
21,6.67124,5.07841,10.15802
22,6.61536,2.79535,5.41971
23,4.63991,1.97897,9.80684
24,3.09651,0.32974,2.69945
25,3.89952,1.10122,13.25028
26,3.91142,0.0876,18.09782
27,4.99953,2.39447,5.40689
28,5.82866,0.12488,16.29868
29,2.41773,7.10081,2.10359
30,4.4192,0.67393,14.40303
31,5.2302,3.22258,3.41126
32,1.1585,0.22567,9.93308
33,1.21038,2.84342,13.14777
34,1.05311,3.69551,2.59981
35,5.70271,1.61509,9.14268
