c,Rg
0,1.860365899735856
1,1.4985322352555517
2,1.2398508756701352
3,1.2374891873871061
4,2.0269368754601116
5,2.5823097569036912
6,1.1565174859897278
7,1.1113078596860548
8,2.037973789257359
9,1.7882555175924941
10,1.9085191916247528
11,2.7941784286798867
12,1.9128141420169391
13,1.5321245862200634
14,2.6111722610544104
15,1.173676860213236
16,2.4432008537162884
17,1.7667753323215716
18,1.8895482434169284
19,1.8852631049537885
20,1.597425180501422
21,1.714741863780085
22,1.5660682759701123
23,2.293740065046604
24,1.9848831867392094
25,2.4052880114032087
26,1.4880697699032797
27,1.2104233978653918
28,1.3683112229679328
29,1.496634282281413
30,2.0355859210556546
31,2.023906035467062
32,1.7874532522278725
33,1.6558572481044374
34,2.532376274213609
35,1.6310586075920144
