c,x,y,z
0,4.26146,1.26146,2.20568
1,1.10601,4.1486,4.18948
2,0.94831,1.30763,14.42383
3,1.19025,4.44762,9.30057
4,2.90921,5.89508,10.10076
5,1.83237,3.51871,16.34347
6,1.08723,1.40844,17.33245
7,5.3116,1.85746,18.36931
8,2.8116,4.13031,6.74591
9,5.29979,4.39007,5.90495
10,1.66233,4.35565,7.50521
11,5.69159,2.6952,15.08145
12,4.40242,1.32629,14.30525
13,4.9522,5.35565,12.15108
14,2.90922,3.2797,4.70132
15,6.83466,4.8116,19.27773
16,5.27758,6.36944,0.65359
17,6.5943,7.12763,15.8494
18,0.43767,0.60292,0.79868
19,1.92694,1.98182,3.76444
20,3.03947,5.19074,1.46916
21,3.47973,0.39673,5.69943
22,2.94939,0.07295,5.34856
23,0.82321,3.47533,5.19427
24,4.32938,5.96304,6.05452
25,4.23342,3.11348,3.4721
26,4.89399,3.44582,14.43923
27,4.26146,1.0,0.87359
28,6.07442,6.2616,14.55027
29,4.41362,1.47749,4.04438
30,2.89846,1.96323,14.70037
31,5.98075,2.72925,11.19849
32,2.55816,2.76504,13.29674
33,0.40938,4.64751,13.85057
34,3.5,2.50117,3.59356
35,1.34455,0.76777,19.64583
