c,x,y,z
0,0.39292,4.24781,5.82251
1,2.84582,2.94313,11.42367
2,2.3968,7.2155,1.94961
3,1.89405,4.75654,16.34829
4,2.9395,3.82381,0.13301
5,1.01791,0.01053,18.54933
6,5.41691,5.56366,16.07324
7,0.49322,4.38964,6.45044
8,6.43679,2.24925,6.74973
9,2.17416,0.61994,12.89733
10,1.34804,7.00814,2.46275
11,3.59479,0.54055,17.5
12,3.36462,0.60195,7.89152
13,6.55405,5.29444,17.20623
14,3.33551,2.80397,13.84892
15,2.55487,6.1524,3.26132
16,4.16292,6.17334,15.75333
17,3.05311,5.02243,6.89635
18,7.24579,2.59479,5.49505
19,4.02072,2.99903,18.14982
20,6.87512,1.89399,1.54646
21,6.0,0.73847,10.98877
22,2.40844,1.36405,18.16139
23,2.37809,7.46051,17.50962
24,2.41095,3.45492,3.05087
25,3.16615,7.16343,7.65144
26,5.5,4.55646,20.14416
27,4.10601,3.76598,2.09404
28,2.30663,2.57976,6.30628
29,6.1524,2.53612,4.21503
30,5.86747,5.62964,16.90022
31,7.27925,6.44879,20.33004
32,1.95516,2.51665,18.09981
33,4.85615,2.00869,7.85579
34,6.13387,4.60915,8.75093
35,5.38964,2.72968,16.94961
