c,Rg
0,2.0109647613521227
1,2.1730405514393882
2,1.8857246346166243
3,2.151641589786738
4,1.945811965504375
5,1.7004577620746715
6,1.4204984256591064
7,1.5637911404340412
8,1.7498052251607892
9,1.383875332427022
10,1.5190127352659029
11,1.253038415572324
12,1.218706252835358
13,1.4615184725483286
14,1.9007794313912383
15,2.3975341407579585
16,1.613619476859399
17,1.5283673616967879
18,1.4976548841772592
19,1.4864432160361865
20,1.5158788338122542
21,2.231948572996251
22,2.273870808379403
23,2.6754384926026615
24,1.508147669328173
25,1.7490824964534977
26,2.7236180924277913
27,1.5445787781786982
28,2.403336468224955
29,2.0490701008506274
30,1.1812317861029644
31,1.614659005765614
32,1.7541574123493022
33,1.6924321460253582
34,1.9789848185622845
35,1.5889320339775392
