c,x,y,z
0,4.10601,0.82321,7.10659
1,0.78396,0.20755,10.1037
2,5.04052,3.7086,20.44075
3,1.33754,0.69858,12.19849
4,1.27193,0.50858,17.55547
5,0.66893,6.66625,3.67037
6,3.76658,2.14254,3.65642
7,6.83869,4.60601,15.28986
8,1.95365,2.17013,8.81646
9,2.0,5.24346,19.33733
10,6.01579,5.48115,4.30151
11,3.38491,2.3048,7.78216
12,4.8482,6.6884,10.39827
13,3.27934,3.89399,0.87473
14,6.05311,4.16292,4.65144
15,6.14552,7.33805,17.584
16,2.66968,6.23974,11.70132
17,7.07087,5.05587,11.26636
18,6.3664,4.58355,2.92654
19,4.05311,6.11724,8.14111
20,6.56785,2.91035,2.5
21,6.82342,1.34455,16.94766
22,0.53226,6.1524,8.25035
23,7.09339,2.65545,9.65144
24,5.47037,5.03483,14.94961
25,1.1884,5.22494,19.02451
26,4.7021,3.94061,15.80009
27,6.95157,5.29962,6.99764
28,3.00734,2.53961,15.44479
29,4.23342,2.57048,5.98019
30,7.03949,1.23342,9.10076
31,4.99956,1.11412,6.23958
32,5.62023,3.66109,12.01009
33,0.4961,5.22494,1.12626
34,6.7613,4.29749,14.2503
35,3.42909,4.39801,4.29868
