19.000000,0.000000,0.000000
3.901567,1.353257,0.225543
4.068852,1.575942,0.262657
4.453463,1.590743,0.265124
4.136558,1.657279,0.276213
4.564355,1.746139,0.291023
4.041452,1.623593,0.270599
4.075673,1.494493,0.249082
4.189935,1.868807,0.311468
4.915960,1.857804,0.309634
3.915780,1.631328,0.271888
4.690416,1.839864,0.306644
4.352522,1.476588,0.246098
4.249183,1.522635,0.253773
4.618802,1.650047,0.275008
4.564355,1.774918,0.295820
4.288227,1.613594,0.268932
4.301163,1.728037,0.288006
4.630815,1.493606,0.248934
4.915960,1.519509,0.253252
4.075673,1.678926,0.279821
4.630815,1.695858,0.282643
4.558265,2.021130,0.336855
3.901567,1.972232,0.328705
4.527693,1.592985,0.265498
4.196559,1.496388,0.249398
4.371626,1.335935,0.222656
4.760952,1.600781,0.266797
4.288227,1.562223,0.260371
4.606758,1.718225,0.286371
4.189935,1.641637,0.273606
4.478343,1.575862,0.262644
4.109609,1.421110,0.236852
4.409586,1.584849,0.264141
4.371626,1.851260,0.308543
4.415880,2.209391,0.368232
3.937004,1.980528,0.330088
4.352522,1.312567,0.218761
4.459696,1.639632,0.273272
4.784233,1.938336,0.323056
5.077182,1.823150,0.303858
