c,x,y,z
0,3.42703,2.35565,16.85384
1,0.70965,3.59479,7.00227
2,2.67661,1.81811,9.15228
3,3.55894,6.02001,9.70132
4,2.10122,2.13253,12.25148
5,0.2769,5.86245,13.71747
6,3.21038,5.452,1.74989
7,1.10244,0.67433,4.39728
8,0.80412,5.27234,8.84441
9,5.75654,1.94061,11.55221
10,4.89399,3.04322,2.39972
11,6.7394,4.11321,20.43916
12,1.29749,2.01925,19.69639
13,2.46068,7.48912,18.56462
14,0.42445,6.52732,0.73386
15,0.67541,2.81831,12.45331
16,5.72308,2.6895,4.89543
17,6.82173,4.92077,1.39972
18,3.84968,0.79976,6.55051
19,7.07586,2.25279,0.90649
20,2.5,6.6379,18.0
21,0.80916,2.15821,17.09978
22,1.53244,6.69112,17.5
23,6.92061,2.94939,7.14777
24,3.03277,3.21038,2.95128
25,6.5039,6.08628,12.20132
26,1.07483,3.74903,14.8475
27,6.70542,6.82342,13.19991
28,0.78561,3.72807,1.16068
29,3.88974,6.39805,13.79868
30,6.42621,5.8116,2.81658
31,1.71887,4.43455,3.09584
32,0.48633,5.98593,14.74249
33,3.90844,2.21038,14.5047
34,1.39801,5.65545,2.97591
35,4.21029,4.94061,3.5392
