c,x,y,z
0,5.1348,2.09156,12.90113
1,5.99956,1.49055,9.39972
2,1.94313,5.44582,8.5
3,6.70313,5.64435,15.04966
4,4.57484,0.62122,9.91632
5,6.1323,3.40174,3.69372
6,3.55487,6.3885,16.35188
7,2.15418,6.67719,4.2503
8,4.40174,4.90174,10.6298
9,2.26301,4.75049,12.4117
10,5.07606,5.13253,2.54901
11,3.89399,3.45363,11.70317
12,3.5848,7.33657,17.94333
13,1.2893,3.1585,9.5
14,2.57297,3.4253,11.68987
15,4.37928,3.02532,2.5498
16,1.35529,4.03677,8.19705
17,3.39801,4.22867,18.60541
18,3.90978,3.1585,15.40303
19,0.1753,5.03677,10.18022
20,1.39399,0.4566,16.10658
21,7.31859,5.8514,10.44949
22,1.36291,2.84582,10.74607
23,1.39801,6.46161,13.84892
24,3.17062,1.07594,4.13869
25,5.82063,2.0612,15.26826
26,2.76193,4.40174,5.39924
27,0.26023,5.39801,19.15108
28,1.12174,4.10715,8.05039
29,2.44354,3.77504,2.44973
30,3.33161,1.77742,7.97491
31,0.1053,6.40238,3.85561
32,2.39801,0.89479,20.36106
33,5.43737,4.97712,3.97777
34,1.28113,7.12649,9.90024
35,4.94313,5.7107,7.40256
