c,Rg
0,1.5797538328803005
1,1.1322682714798644
2,1.4540316800537738
3,1.7369734580297997
4,1.9470372370604525
5,1.8625117920163619
6,2.079804046370715
7,1.3700515498695662
8,1.8765873756369569
9,1.5188312597849702
10,1.1751690109086437
11,2.39189368294245
12,2.4191459636202195
13,2.383292281571859
14,2.1070860112012513
15,1.4257938145468296
16,2.7404239665606482
17,1.978421572870656
18,2.1891673800328744
19,2.002714503492697
20,1.8855150966513101
21,1.3366402937589454
22,1.9979224087786793
23,1.387446226057068
24,1.3686873656536762
25,1.4179032988536278
26,1.2420205314728092
27,1.3549160304978312
28,2.5602106030559284
29,1.5734677480329873
30,1.226885937852415
31,1.5133517514114156
32,1.3886533325492003
33,2.3091158734892456
34,1.1577404051427072
35,1.1219096795197017
