x,y,z
1,1,17
0,1,17
1,1,17
0,1,17
1,1,17
1,1,16
2,1,16
2,1,15
2,1,14
3,1,14
3,2,14
2,2,14
2,2,13
1,2,13
1,2,14
1,1,14
2,1,14
2,2,14
3,2,14
3,2,15
5,2,13
4,2,13
3,2,13
4,2,13
4,1,13
3,1,13
4,1,13
4,1,12
4,2,12
3,2,12
3,2,11
3,3,11
2,3,11
2,3,10
2,3,9
2,2,9
2,2,10
2,2,11
2,2,12
1,2,12
1,5,15
1,4,15
1,4,14
1,3,14
2,3,14
1,3,14
2,3,14
2,3,15
2,3,16
3,3,16
3,2,16
3,1,16
3,0,16
3,0,15
3,1,15
2,1,15
1,1,15
1,1,16
2,1,16
2,1,15
4,1,2
4,1,3
5,1,3
5,0,3
5,0,4
6,0,4
0,0,4
0,1,4
6,1,4
6,0,4
6,0,3
5,0,3
5,6,3
6,6,3
0,6,3
0,6,4
0,5,4
0,6,4
0,5,4
0,4,4
3,6,19
3,6,18
3,0,18
3,6,18
3,5,18
3,6,18
2,6,18
3,6,18
2,6,18
2,6,19
2,5,19
2,6,19
1,6,19
1,5,19
1,5,18
1,4,18
2,4,18
2,3,18
2,3,17
1,3,17
6,4,9
5,4,9
5,4,10
5,5,10
4,5,10
4,5,11
5,5,11
5,5,12
5,4,12
6,4,12
0,4,12
0,4,11
0,4,12
6,4,12
6,4,11
6,4,10
6,3,10
0,3,10
1,3,10
0,3,10
0,4,6
6,4,6
6,3,6
0,3,6
6,3,6
6,3,5
5,3,5
5,4,5
4,4,5
4,3,5
4,4,5
4,3,5
3,3,5
3,3,4
2,3,4
3,3,4
3,3,3
2,3,3
1,3,3
1,4,3
3,5,19
3,6,19
3,0,19
3,1,19
4,1,19
4,2,19
4,2,18
4,2,17
4,2,16
4,2,15
5,2,15
5,2,14
5,2,15
4,2,15
4,3,15
5,3,15
6,3,15
0,3,15
6,3,15
5,3,15
3,5,19
3,5,0
3,6,0
3,5,0
3,5,1
3,5,2
3,6,2
3,0,2
3,6,2
3,0,2
3,0,3
3,1,3
4,1,3
4,1,2
4,0,2
4,0,1
4,0,2
4,1,2
4,0,2
3,0,2
2,0,2
3,0,2
3,6,2
4,6,2
4,6,3
4,6,4
4,6,3
5,6,3
4,6,3
4,5,3
3,5,3
3,4,3
3,4,2
3,5,2
3,5,1
3,6,1
3,6,0
3,0,0
3,1,0
3,1,19
4,0,6
3,0,6
4,0,6
4,0,5
4,1,5
4,2,5
4,1,5
4,2,5
4,1,5
3,1,5
2,1,5
3,1,5
4,1,5
4,1,4
3,1,4
3,0,4
2,0,4
3,0,4
3,6,4
3,6,5
0,6,7
0,6,8
1,6,8
1,0,8
1,1,8
1,1,9
1,0,9
1,0,10
1,6,10
2,6,10
2,6,9
3,6,9
3,6,10
3,6,11
3,0,11
3,1,11
3,0,11
3,0,12
3,1,12
3,2,12
3,6,6
2,6,6
3,6,6
2,6,6
2,0,6
2,0,5
3,0,5
3,0,4
2,0,4
1,0,4
1,0,3
0,0,3
6,0,3
0,0,3
6,0,3
6,0,4
6,0,3
5,0,3
5,0,4
6,0,4
4,4,5
4,5,5
4,5,6
5,5,6
5,6,6
6,6,6
6,0,6
6,0,7
6,0,8
6,1,8
6,1,9
6,1,10
6,1,11
6,1,10
6,0,10
6,6,10
6,6,9
6,5,9
6,5,8
6,5,7
5,1,5
5,2,5
5,2,4
5,2,5
5,1,5
4,1,5
4,0,5
4,1,5
4,0,5
3,0,5
3,0,6
3,0,5
3,6,5
3,6,4
3,6,5
3,6,6
3,6,5
3,0,5
3,1,5
4,1,5
4,3,3
4,3,4
4,4,4
4,5,4
4,4,4
3,4,4
3,4,3
4,4,3
4,3,3
4,3,4
4,3,3
5,3,3
5,3,4
6,3,4
5,3,4
4,3,4
4,4,4
4,5,4
4,6,4
4,0,4
5,2,18
5,3,18
5,4,18
5,3,18
5,2,18
6,2,18
6,2,19
5,2,19
6,2,19
6,1,19
5,1,19
5,2,19
5,1,19
6,1,19
0,1,19
0,1,0
0,0,0
0,0,1
0,6,1
0,0,1
3,3,12
4,3,12
5,3,12
4,3,12
4,3,13
4,3,12
3,3,12
2,3,12
2,4,12
2,3,12
2,3,13
2,3,12
2,4,12
2,4,11
2,4,10
2,5,10
3,5,10
3,6,10
3,6,9
4,6,9
5,3,19
5,3,18
5,4,18
5,5,18
5,4,18
5,3,18
5,4,18
6,4,18
5,4,18
6,4,18
6,4,17
5,4,17
4,4,17
3,4,17
3,4,18
3,3,18
3,3,17
3,2,17
3,2,16
3,1,16
0,2,12
0,2,13
6,2,13
6,1,13
6,0,13
6,6,13
6,6,14
6,6,15
6,0,15
6,0,16
6,0,15
0,0,15
1,0,15
1,0,16
0,0,16
0,0,15
0,1,15
0,2,15
6,2,15
6,2,14
5,3,14
6,3,14
6,4,14
6,4,15
6,4,14
6,4,15
6,4,14
6,5,14
6,4,14
6,3,14
6,3,15
6,3,16
6,3,17
5,3,17
5,3,18
5,3,19
5,3,18
6,3,18
6,2,18
0,2,18
2,0,8
2,0,7
3,0,7
4,0,7
4,0,8
5,0,8
5,6,8
4,6,8
5,6,8
5,0,8
5,0,9
5,0,10
5,0,11
5,6,11
5,6,10
4,6,10
3,6,10
4,6,10
4,5,10
4,5,11
6,2,19
6,3,19
6,3,18
6,4,18
5,4,18
6,4,18
6,4,17
6,4,16
6,4,17
6,4,16
6,4,17
6,5,17
6,4,17
0,4,17
0,4,18
0,5,18
0,5,17
0,6,17
0,6,18
1,6,18
1,5,13
1,5,14
0,5,14
0,5,13
0,4,13
0,4,14
0,3,14
6,3,14
5,3,14
5,3,15
5,2,15
5,1,15
5,2,15
4,2,15
3,2,15
2,2,15
2,2,16
2,1,16
2,2,16
2,3,16
6,2,17
6,2,16
6,3,16
5,3,16
5,3,15
5,4,15
6,4,15
5,4,15
