c,x,y,z
0,1.34979,1.5964,6.25026
1,3.14597,3.60076,17.19893
2,1.50279,2.61178,11.84458
3,1.39801,4.07361,12.74734
4,0.13848,6.69218,12.7982
5,3.9746,1.60311,3.00099
6,3.7086,4.09156,8.7497
7,6.10758,1.29749,2.45868
8,5.70251,6.28806,1.01468
9,0.89399,5.3503,7.36008
10,0.10064,1.31909,13.48029
11,5.12585,2.86747,19.2988
12,2.74545,2.25279,4.30845
13,3.16958,4.05252,19.54489
14,4.35854,2.78962,20.36638
15,1.72807,6.11257,4.44949
16,3.78584,2.3048,16.89635
17,0.32823,5.5,7.5047
18,3.07348,5.39007,16.04656
19,1.86308,5.18316,3.53291
20,0.73832,3.74721,20.45386
21,5.06476,0.46052,9.25159
22,3.94689,0.2321,3.72474
23,7.03991,1.1585,12.44479
24,4.34932,3.28113,1.99757
25,6.72198,4.00785,18.61003
26,4.79337,5.11348,5.85223
27,0.57461,1.83116,18.09887
28,1.3471,4.04165,18.01864
29,7.11324,0.91608,12.85732
30,5.15418,3.59826,15.94701
31,5.03868,4.03765,9.05912
32,3.08963,3.47578,20.05591
33,6.63916,0.81083,3.40066
34,6.84801,5.86747,3.20478
35,1.09954,6.26153,15.8942
