c,Rg
0,2.2142567676084903
1,1.9116733668176684
2,1.7935788471377554
3,1.5531027659816978
4,2.172701215837097
5,2.4287971426407764
6,1.4784183372780524
7,1.9875801056812779
8,2.776346515999039
9,2.1287181518698053
10,1.6912511702878432
11,2.1141300995681416
12,2.064278740407894
13,1.265643799376428
14,1.8877615530304666
15,2.3479021519007133
16,2.0184615527921257
17,1.6174155842887132
18,1.4509107188934818
19,1.9317040097023148
20,2.052241314002815
21,1.2512142379704605
22,1.4505167201380342
23,2.1846996259898064
24,1.7100376575093308
25,1.89560401416013
26,2.0771024096562978
27,2.137859266369047
28,2.369483434232027
29,1.9022032355403033
30,1.5286506497888914
31,2.584558717982627
32,1.4416818730912864
33,1.533895279117841
34,1.8904705117245284
35,1.981670717399841
