c,x,y,z
0,2.94689,7.16343,1.63975
1,2.6952,3.5181,9.65685
2,5.22258,1.06238,18.37293
3,1.1585,3.76927,5.54147
4,4.44792,1.83785,15.85167
5,6.77255,0.8415,11.28704
6,4.94061,6.13771,6.63619
7,4.59791,0.56321,16.79679
8,0.87123,4.84932,19.76077
9,6.80824,1.08554,6.00479
10,2.47739,3.71851,12.85677
11,2.10601,2.68977,14.14748
12,0.18979,2.38491,17.29963
13,6.38534,3.50642,10.89543
14,5.96323,5.02896,18.99766
15,5.83177,6.49142,19.1241
16,5.48033,6.07144,5.40396
17,3.54833,1.34225,20.32634
18,1.54508,4.63538,4.60267
19,5.55013,0.53522,11.39827
20,3.22599,1.55208,4.89924
21,4.29979,5.01513,5.29771
22,3.08869,0.73866,2.33858
23,4.44354,1.90174,2.25148
24,0.51216,6.29814,12.29771
25,6.39414,5.36938,7.3507
26,4.15418,3.01925,5.6906
27,5.85403,0.04639,17.7545
28,1.06482,6.65561,16.30057
29,4.21038,3.98665,10.84626
30,3.12367,1.91597,13.95344
31,4.14254,4.59156,16.75208
32,5.41189,2.58574,0.26597
33,1.74473,3.62554,10.24672
34,0.66852,2.639,4.74237
35,2.79749,5.18232,11.14609
