c,Rg
0,1.9550512836496132
1,1.8455110629037148
2,1.465870011460771
3,1.9446192981660961
4,1.681708508660166
5,1.906555883602681
6,3.410382504206823
7,2.342719823282332
8,1.1512338618195697
9,1.1204042660129423
10,2.1175103602816208
11,2.2197818200444837
12,2.0380945497449328
13,1.4888891934929207
14,1.8673970318065731
15,2.4002117215570795
16,2.033806912786954
17,1.7601388180765742
18,2.1922629322460385
19,1.4658659641317822
20,2.4370639594602355
21,1.2917680775588163
22,1.6233568675433012
23,1.7378002271837807
24,2.811089015559628
25,1.9913588911343933
26,1.9112976464433793
27,1.8600849134918545
28,1.2145507144619365
29,1.7257273351836324
30,1.9506868536492477
31,1.44717328260993
32,2.1000286311857748
33,1.32796920977107
34,2.352508475712681
35,2.0837805305981725
