c,Rg
0,1.4915063037748115
1,1.5284791341068416
2,2.2130547078868155
3,1.5485121877789658
4,1.8382703702393728
5,2.087276906665716
6,1.7927477957035676
7,2.1148575309935183
8,1.4493613371412943
9,1.5457866072973976
10,1.559705690539084
11,1.3369721841160347
12,1.3827747657879788
13,1.5308424562638707
14,1.9284972014498751
15,2.307608649771447
16,2.5374502088908066
17,2.4322911000947234
18,1.2847270609744312
19,1.6329845699209775
20,2.1293628202351993
21,1.2590877691805287
22,1.262989508467905
23,2.0113976740813837
24,2.083963332139028
25,2.3111509797501335
26,1.806836584697133
27,1.3497787533518224
28,2.1151820457587096
29,1.5379660399371633
30,2.323550364011936
31,2.3740617447951937
32,1.6701693184225361
33,2.706609303796911
34,2.164185157282066
35,1.6286246913884113
