c,x,y,z
0,6.58219,3.11002,11.55051
1,7.25,0.70467,10.36673
2,1.11805,2.71557,14.74487
3,3.85403,0.07825,13.5
4,3.63937,7.46051,12.41083
5,6.02947,1.38491,8.40019
6,5.85403,7.49677,5.1956
7,2.60199,6.77721,18.50365
8,2.23342,6.55902,14.66461
9,1.22739,0.89709,4.2455
10,5.07219,1.78365,5.20462
11,2.28113,7.06159,17.80151
12,5.50933,6.83407,7.00236
13,4.6952,3.95819,6.19705
14,5.43108,2.47944,3.29868
15,0.98182,4.55208,7.94387
16,5.37318,2.6757,10.6561
17,2.87297,3.43439,10.5
18,1.77506,7.10538,10.5
19,4.30113,1.93376,6.5
20,3.54508,0.59384,20.42517
21,7.11629,6.12634,16.90218
22,3.86308,5.0,12.01063
23,7.16343,4.35047,5.10568
24,2.08323,1.89399,4.04919
25,6.26146,7.34143,4.28493
26,2.94061,5.85212,7.04888
27,3.6584,0.09198,14.09595
28,4.67724,1.98075,16.10457
29,5.25279,2.19978,6.33937
30,7.49568,0.86447,5.10171
31,4.3243,0.02975,16.79576
32,1.62115,4.19154,11.84892
33,6.69218,6.99449,11.54601
34,3.37977,3.64146,20.4317
35,0.6159,4.60199,14.39728
