c,x,y,z
0,0.4757,7.14672,11.81315
1,5.86747,5.19813,8.44729
2,6.20285,1.64435,18.95684
3,4.94939,3.72785,15.00236
4,2.69661,1.78113,15.59887
5,6.46575,7.25474,9.79293
6,1.67985,2.64633,1.30151
7,3.09821,4.68461,2.09697
8,5.09156,3.55013,3.85356
9,3.15295,1.8116,4.64741
10,4.89399,4.43032,4.85467
11,1.84342,5.77742,15.19991
12,2.14254,5.4844,13.85057
13,5.07219,7.28136,8.59981
14,7.25,2.21083,1.32469
15,2.36462,2.55013,16.39356
16,1.64146,3.58535,15.0
17,6.12634,1.38582,3.70132
18,3.8415,1.739,13.32886
19,6.41682,4.82385,2.20514
20,3.82175,0.76777,14.3507
21,4.06765,4.64811,12.69943
22,4.94609,2.36149,7.05559
23,2.03947,6.79622,8.99755
24,6.5943,4.04259,4.10173
25,4.21099,6.45492,6.33381
26,6.09981,0.53746,19.10084
27,3.8065,0.87316,15.65023
28,1.96652,3.54859,3.76296
29,5.70251,0.39445,9.39876
30,6.83442,3.6952,12.74972
31,5.81562,1.73854,14.05135
32,4.15583,7.01418,6.74494
33,5.8153,5.20251,5.49507
34,4.75654,3.60284,5.75208
35,4.1294,3.62465,3.77586
