c,x,y,z
0,1.03677,5.07606,4.04612
1,3.10244,2.82669,10.44925
2,0.61982,3.87238,19.82081
3,4.49017,4.6952,12.90689
4,0.53746,5.07022,0.0671
5,0.80109,3.17615,19.44741
6,3.29789,4.20594,6.27181
7,3.62023,2.67102,20.04893
8,3.18169,2.63707,13.34784
9,2.46235,1.11319,9.59981
10,4.75896,6.34919,13.53725
11,0.80412,6.31274,8.69686
12,1.06238,3.5087,10.27886
13,5.04626,2.8827,13.69943
14,5.37228,4.44987,12.0706
15,5.61344,0.57305,1.75208
16,3.25285,4.54665,8.25882
17,3.64909,7.44015,11.60028
18,4.29444,1.53781,5.55196
19,5.3503,5.78357,16.25506
20,4.60601,0.73891,11.0727
21,4.18552,1.06475,3.75562
22,5.26534,5.77261,4.12854
23,6.92834,0.10009,0.15297
24,5.5,1.73643,19.05117
25,3.43455,7.42224,0.82732
26,4.80022,4.09375,16.0024
27,2.94689,7.31567,11.43659
28,3.2914,3.21205,1.20132
29,1.82385,5.12208,18.40113
30,4.44792,2.74859,17.38667
31,1.39447,3.17916,8.59129
32,7.17742,5.80156,1.94766
33,7.31567,5.78962,13.69172
34,2.89399,5.0694,13.89924
35,6.04618,5.49863,2.67371
