c,x,y,z
0,6.26168,7.18433,5.35259
1,0.70193,7.17521,10.40069
2,0.2407,4.8116,1.08211
3,5.19178,0.73832,2.14636
4,3.60983,5.09878,2.7291
5,0.91677,5.86456,3.94701
6,6.3885,5.79544,18.66889
7,5.70495,3.59758,0.2159
8,3.53224,6.46254,9.10267
9,6.85195,5.94562,0.7266
10,1.84932,7.04864,5.41832
11,0.00607,2.71688,9.8044
12,2.23657,3.44354,6.50479
13,3.33834,4.13253,16.58199
14,7.25474,2.5,17.48463
15,4.83708,6.94937,16.75088
16,6.05311,6.99721,9.21178
17,1.36762,5.28962,4.0
18,5.17215,2.64331,18.46351
19,1.48861,5.16884,9.29958
20,0.67826,2.23741,17.99526
21,6.77151,0.61197,12.84606
22,6.37287,0.30267,9.10076
23,2.39399,3.60601,0.99764
24,0.64542,3.38948,3.2455
25,4.37021,7.20634,1.6493
26,4.33164,4.76658,12.30057
27,1.86116,5.76245,1.80295
28,5.24911,4.95858,5.20505
29,6.86152,4.67831,9.24792
30,7.14672,0.95667,18.34928
31,1.74721,2.6497,1.36537
32,0.56546,3.4566,5.00238
33,1.72807,4.7107,6.85057
34,1.78962,5.68782,2.77034
35,5.80972,2.21887,17.1856
