x,y,z
6,5,6
0,5,6
0,5,7
6,5,7
5,5,7
5,5,8
5,5,7
5,5,6
6,5,6
6,5,5
6,5,6
6,5,7
6,5,8
5,5,8
5,5,9
6,5,9
6,4,9
6,4,10
6,4,9
0,4,9
6,0,6
5,0,6
5,6,6
5,0,6
4,0,6
3,0,6
2,0,6
1,0,6
1,6,6
1,6,5
1,6,4
1,5,4
1,5,5
0,5,5
6,5,5
6,5,4
6,6,4
6,5,4
6,4,4
6,4,5
1,6,0
2,6,0
2,6,1
1,6,1
1,5,1
1,4,1
2,4,1
2,4,0
2,4,19
3,4,19
3,3,19
2,3,19
1,3,19
1,3,18
1,3,19
1,3,0
1,4,0
0,4,0
0,4,1
0,3,1
0,2,18
0,2,17
6,2,17
6,1,17
6,1,16
6,1,17
6,0,17
5,0,17
4,0,17
4,6,17
3,6,17
3,6,16
3,0,16
3,0,15
3,1,15
4,1,15
4,0,15
4,0,16
4,0,15
5,0,15
5,0,3
4,0,3
4,0,2
4,0,1
4,1,1
4,2,1
4,2,0
3,2,0
3,2,19
2,2,19
2,2,0
3,2,0
3,1,0
4,1,0
4,2,0
5,2,0
5,1,0
5,0,0
5,6,0
4,6,0
6,0,0
5,0,0
5,1,0
4,1,0
5,1,0
5,0,0
4,0,0
3,0,0
3,0,1
3,1,1
3,1,2
3,1,3
2,1,3
1,1,3
2,1,3
2,2,3
2,2,2
2,1,2
1,1,2
1,1,3
2,4,1
2,4,2
2,3,2
2,4,2
2,3,2
2,2,2
2,2,1
3,2,1
3,2,2
3,1,2
3,2,2
3,2,3
3,2,2
3,1,2
3,1,3
2,1,3
3,1,3
3,0,3
3,1,3
3,1,2
0,4,2
0,4,1
0,3,1
0,4,1
0,5,1
0,4,1
0,5,1
0,4,1
0,3,1
1,3,1
1,2,1
1,3,1
2,3,1
2,4,1
2,4,0
3,4,0
4,4,0
4,3,0
4,2,0
5,2,0
3,6,13
3,6,14
3,6,15
3,6,16
3,6,17
3,6,18
4,6,18
4,6,19
4,5,19
5,5,19
4,5,19
4,4,19
3,4,19
3,5,19
2,5,19
3,5,19
3,5,0
3,5,1
3,6,1
4,6,1
2,5,13
2,6,13
2,6,12
1,6,12
1,5,12
1,5,11
2,5,11
2,5,12
2,5,13
3,5,13
2,5,13
2,5,12
2,5,11
2,5,10
2,5,9
3,5,9
3,5,10
3,4,10
2,4,10
3,4,10
3,6,5
3,6,4
4,6,4
4,6,5
4,6,4
5,6,4
5,5,4
6,5,4
5,5,4
5,5,3
6,5,3
6,4,3
6,3,3
6,4,3
6,3,3
6,3,2
5,3,2
5,3,3
5,3,4
5,2,4
2,3,11
2,4,11
2,4,12
3,4,12
3,4,11
3,4,12
3,4,13
3,3,13
3,4,13
2,4,13
1,4,13
1,3,13
1,4,13
2,4,13
2,4,14
3,4,14
3,5,14
3,4,14
3,3,14
2,3,14
