c,x,y,z
0,2.33708,1.10601,10.40166
1,7.02964,7.18433,4.79432
2,3.94689,5.39079,13.38609
3,2.28228,5.67702,2.62156
4,7.18433,5.01595,20.18285
5,7.22213,5.21416,10.2071
6,4.25784,5.87375,6.64671
7,2.0,4.18232,5.1506
8,2.7086,3.75654,15.70229
9,4.76193,6.68342,10.95993
10,7.27479,2.5,16.74734
11,5.90639,3.09826,16.19849
12,2.67757,6.47784,17.14609
13,6.37279,6.20274,1.10076
14,5.76649,4.3554,19.01369
15,2.10601,2.5,8.0377
16,1.44987,2.59479,11.74841
17,3.57606,1.40521,1.56249
18,3.8415,3.57297,11.3539
19,0.07546,5.11672,7.74
20,1.79749,0.81696,1.3471
21,3.3048,0.15153,10.15999
22,0.21201,1.72807,14.19705
23,5.28732,5.87906,0.55743
24,2.39984,5.30407,10.91092
25,6.65377,6.07442,16.55576
26,6.47793,5.56797,0.96412
27,6.08501,0.50858,19.24763
28,0.79894,4.72766,12.05039
29,3.0537,0.68337,8.44875
30,4.01774,0.13848,19.56613
31,1.09757,5.3048,11.20856
32,5.40844,4.72467,20.22022
33,6.83407,2.60016,7.3894
34,0.84434,2.51967,6.79868
35,4.1932,2.04318,2.5
